algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest
AW-000511,LOBPCG algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000511.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000511.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000511.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,1,HIGH,3192d02545b286af
AW-000512,LOBPCG algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000512.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000512.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000512.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,1,HIGH,3192d02545b286af
AW-000513,LOBPCG algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000513.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000513.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000513.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,1,HIGH,3192d02545b286af
AW-000514,Bisection method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000514.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000514.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000514.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,1,HIGH,3519ade3dd7ba906
AW-000515,Laguerre iteration,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000515.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000515.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000515.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,1,HIGH,b65af4598923f49e
AW-000516,QR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000516.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000516.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000516.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,9b1b92e7acf4034c
AW-000517,QR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000517.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000517.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000517.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,9b1b92e7acf4034c
AW-000518,Jacobi eigenvalue algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000518.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000518.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000518.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,bc013fc8988c1416
AW-000519,Jacobi eigenvalue algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000519.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000519.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000519.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,bc013fc8988c1416
AW-000520,Divide-and-conquer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000520.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000520.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000520.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n \log n),O(n^2),100,2,HIGH,0e164c321b3a2d95
AW-000521,Divide-and-conquer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000521.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000521.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000521.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n \log n),O(n^2),100,2,HIGH,0e164c321b3a2d95
AW-000522,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000522.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000522.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000522.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,a7ebb70ebbb4363b
AW-000523,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000523.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000523.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000523.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,a7ebb70ebbb4363b
AW-000524,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000524.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000524.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000524.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,a7ebb70ebbb4363b
AW-000525,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000525.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000525.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000525.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,a7ebb70ebbb4363b
AW-000526,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000526.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000526.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000526.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n^2),100,2,HIGH,a7ebb70ebbb4363b
AW-000527,Folded spectrum method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000527.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000527.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000527.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,3,HIGH,482b8e59d8e26e95
AW-000528,Folded spectrum method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000528.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000528.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000528.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,3,HIGH,482b8e59d8e26e95
AW-000529,Folded spectrum method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000529.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000529.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000529.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^2),O(n),100,3,HIGH,482b8e59d8e26e95
AW-000530,MRRR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000530.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000530.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000530.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n),O(n^2),100,1,HIGH,797e2f0651dc2c36
AW-000531,MRRR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000531.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000531.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000531.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n),O(n^2),100,1,HIGH,797e2f0651dc2c36
AW-000532,Bisection method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000532.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000532.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000532.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,function_evaluation_oracle_classical,approximation_solution,O(n_{max}),O(1),100,1,HIGH,9b7be318f9ca094b
AW-000534,Newton's method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000534.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000534.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000534.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,function_evaluation_oracle_classical,approximation_solution,O(n_{max}),O(1),100,1,HIGH,1cb0e8ed9bead2bd
AW-000540,Knuth–Bendix algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000540.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000540.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000540.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(1.5^n n^2 \log n),O(ng),100,1,HIGH,1c09d53b50f13a67
AW-000542,Newton–Raphson algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000542.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000542.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000542.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,function_evaluation_oracle_classical,estimate,O(n^3),O(n+r^2),100,1,HIGH,7f94a4a6fd050007
AW-000544,Expectation conditional maximization (ECM),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000544.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000544.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000544.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^2 \log n),O(n+r),80,3,HIGH,ae929e85d4a89f03
AW-000550,HyperLogLog algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000550.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000550.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000550.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,explicit_numeric_parameters,approximation_solution,O(N),O(\epsilon^{-2}\log(\log n))+\log n),100,1,HIGH,8020c4ad84a7e53e
AW-000551,HyperLogLog++,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000551.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000551.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000551.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,explicit_numeric_parameters,approximation_solution,O(N),O(\epsilon^{-2}\log(\log n))+\log n),100,1,HIGH,297a6b8dd8d1f6ea
AW-000552,Chaitin's Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000552.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000552.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000552.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),O(n^2),70,3,HIGH,4c6b99ad98fdf783
AW-000557,Fortune's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000557.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000557.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000557.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n \log n),O(n),100,1,HIGH,b512052b3c3a96fb
AW-000563,Chan's algorithm Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000563.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000563.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000563.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),O(1) per processor,100,1,HIGH,5b71b4a18e02a788
AW-000564,Kahn's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000564.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000564.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000564.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V+E),O(V),100,3,HIGH,f2e63f075be3ff19
AW-000565,Tarjan's DFS based algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000565.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000565.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000565.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V+E),O(V),100,3,HIGH,c874adeb5ca80616
AW-000566,Dekel Nassimi & Sahni Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000566.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000566.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000566.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(\log^2 V),O(V^2),100,2,HIGH,c502ab83a50d409f
AW-000568,Moore's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000568.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000568.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000568.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n^2 k),O(n),100,3,HIGH,9640ddc235e9c239
AW-000572,Tarjan's off-line lowest common ancestors algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000572.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000572.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000572.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n+m),O(n),100,2,HIGH,149864616398f1d1
AW-000573,Schieber Vishkin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000573.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000573.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000573.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n+m),O(n),100,3,HIGH,6846b4791843bc44
AW-000574,Berkman Vishkin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000574.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000574.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000574.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n+m),O(n),100,3,HIGH,0702c424227b733e
AW-000575,Bender Colton [LCA <=> RMQ],corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000575.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000575.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000575.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n+m),O(n),100,1,HIGH,93e289343ef2883c
AW-000576,"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000576.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000576.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000576.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n+m),O(n),100,3,HIGH,ccaa345a872f306e
AW-000577,X Chen,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000577.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000577.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000577.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V!),O(wV^2),100,3,HIGH,3f7d773ec12ada8f
AW-000578,L Chang,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000578.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000578.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000578.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V E^2 \log V),O(V),100,3,HIGH,6b97ec7a4b44d0f4
AW-000579,K Riesen,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000579.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000579.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000579.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V^2),O(V),100,3,HIGH,4f05807386b04b6e
AW-000580,"Neuhaus, Riesen, Bunke",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000580.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000580.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000580.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V^2),O(wV),100,3,HIGH,e8aa42b8f68dde99
AW-000581,Finch,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000581.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000581.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000581.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V^2 E),O(V^2),100,1,HIGH,6f81137dcf34334a
AW-000582,Bron–Kerbosch algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000582.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000582.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000582.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^{n/3}),O(n^2),100,3,HIGH,5a19b69031bd2144
AW-000583,Akkoyunlu E. A.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000583.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000583.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000583.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^{n/3}),O(n^2),100,1,HIGH,56bb2f0e9cb7f348
AW-000584,Tomita Tanaka & Takahashi,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000584.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000584.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000584.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^{n/3}),O(n^2),100,1,HIGH,3e1ffe50b3a29085
AW-000585,Segundo Artieda Strash Parallel,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000585.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000585.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000585.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(3^{n/3}),O(n^2),100,2,HIGH,fcc76ede347b662e
AW-000586,"David Eppstein, Maarten Löffler, Darren Strash",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000586.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000586.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000586.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(dn 3^{d/3}),O(n^2),100,3,HIGH,124aac1d5892a474
AW-000587,Chiba and Nishizeki,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000587.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000587.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000587.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(a(G)m 3^{n/3}),O(m),100,1,HIGH,4a57a127b5ce97ac
AW-000588,M. Chrobak and D. Eppstein,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000588.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000588.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000588.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n d^2 2^d),O(n),100,1,HIGH,f499a4bcb2620e1f
AW-000589,"Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000589.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000589.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000589.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(nm 3^{n/3}),O(m),100,2,HIGH,114287e255e4f9d4
AW-000590,"Kazuhisa Makino, Takeaki Uno Section 5",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000590.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000590.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000590.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^{\omega} 3^{n/3}),O(n^2),100,3,HIGH,5061b53f9b2c8388
AW-000591,Held–Karp algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000591.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000591.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000591.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V^2 2^V),O(V 2^V),100,2,HIGH,e7d1526e0474a029
AW-000592,Christofides algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000592.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000592.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000592.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(V^3),O(V^2),100,1,HIGH,9e50924512ecf325
AW-000618,Flipping algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000618.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000618.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000618.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),O(n),70,3,HIGH,e029a35dc87fdcd0
AW-000619,de Berg Cheong,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000619.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000619.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000619.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n \log n),O(n),70,3,HIGH,74690cecbb7717a3
AW-000622,Guibas Stofli,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000622.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000622.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000622.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n \log n),O(n),70,3,HIGH,f23bac9e55e17c56
AW-000623,Fortune,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000623.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000623.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000623.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n^2),O(n),70,3,HIGH,7c11798052f5c4d9
AW-000625,Dwyer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000625.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000625.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000625.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n \log n),O(n),70,3,HIGH,5a076f148a1f5209
AW-000627,"de Bruijn Graph (Idury, Waterman)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000627.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000627.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000627.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^2),O(n),100,2,HIGH,b1e8a0e3c93e8284
AW-000628,String Graph (Myers),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000628.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000628.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000628.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n \log n),O(n),100,2,HIGH,17a549480ac9ecc8
AW-000629,"String Graph with Ferragina–Manzini Index (Simpson, Durbin)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000629.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000629.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000629.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n),O(n),100,1,HIGH,2668340d5894596f
