algorithm_id,algorithm_name,enrichment_status,review_reasons
AW-000494,Von zur Gathen-Gerhard additive FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000495,Wang-Zhu-Cantor additive FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000496,Gao’s additive FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000533,False position method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000535,Secant method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000536,Ridder's method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000537,Muller's method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000538,Todd–Coxeter algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000539,Haselgrove-Leech-Trotter (HLT) algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000541,Expectation–maximization (EM) algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000543,Parameter-expanded expectation maximization (PX-EM) algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000545,Generalized expectation maximization (GEM) algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000546,α-EM algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000547,Naive solution,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000548,Flajolet–Martin algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000549,LogLog algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000553,Chow's Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000554,"Linear Scan, Poletto & Sarkar",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000555,"Optimal Register Allocation (ORA), Goodwin & Wilken Algorithm",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000556,Kong and Wilken Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000558,Bowyer–Watson algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000559,Naïve algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000560,Two-pass algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000561,Welford's Online algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000562,Weighted incremental algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000567,Hopcroft's algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000569,Brzozowski's algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000570,Revuz's algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000571,Almeida & Zeitoun,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000593,5-point star Cramer's rule,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000594,5-point Gauss elimination,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000595,5-point Gauss Seidel iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000596,5-point SOR iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000597,5-point ADI iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000598,9-point SOR iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000599,9-point Tensor product,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000600,9-point ADI iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000601,5-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000602,5-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000603,5-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000604,5-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000605,5-point star Cramer's rule,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000606,5-point Gauss elimination,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000607,5-point Gauss Seidel iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000608,5-point SOR iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000609,5-point ADI iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000610,9-point SOR iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000611,9-point Tensor product,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000612,9-point ADI iteration,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000613,5-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000614,9-point ADI iteration + smooth guess,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000615,5-point cyclic reduction,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000616,9-point FFT,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000617,Naive algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000620,Bowyer–Watson algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000621,Belloch,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000624,S-hull (Sinclair),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000626,Drysdale Su,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000630,Hybrid Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000631,Naive algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000632,Brute force algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000633,Schlimmer,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000634,Liu,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000635,Tradu Mirc,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000636,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000637,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000638,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000639,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000640,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000641,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000642,Xu Renio,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000643,Räihä Manilla,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000644,Catriel Beeri Ronald Fagin John H. Howard,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000645,FCFS,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000647,SCAN,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000648,LOOK,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000649,C-SCAN,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000650,C-LOOK,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000665,A-Priori algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000666,The Algorithm of Park Chen and Yu (PCY),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000667,The Multistage Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000668,The Multihash Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000670,Discrete Cosine Transform,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000671,Maneva and M. J. Wainwright,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000672,Ciliberti Mézard,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000673,Brute force,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000674,Matsunaga Yamamoto,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000676,Miyake 2006,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000678,Jalali and T. Weissman,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000679,Jalali A. Montanari and T. Weissman,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000680,Korada and R. Urbanke,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000681,Schubert's algorithm/Kronecker's method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000682,Berlekamp–Massey algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000683,Gale–Shapley algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000684,Irving's Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000685,Manlove Malley,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000686,Unsworth C. Prosser P,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000688,Patrick Posser,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000689,S. S. TSENG and R. C. T. LEE,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000690,"Tomas Feder, Nimrod Megiddoy, Serge A Plotki",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000701,Fellegi & Sunter Model,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000702,Gupta & Sarawagi CRF,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000703,Chen Ensembles of classifiers,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000704,EM Based Winkler,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000707,Ananthakrishna,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000708,BOYS algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000714,Demand-Driven Register Allocation,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000718,Kleitman–Wang Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000723,BST Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000728,B.I. Kvasov,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000729,V. A. Lyul’ka and A. V. Romanenko,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000730,V. A. Lyul’ka and I. E. Mikhailov,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000731,V. I. Paasonen,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000732,"P. Costantini, B. I. Kvasov, and C. Manni",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000733,B. I. Kvasov,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000735,FLOATER 1997,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000736,PINKALL U. POLTHIER K 1993,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000737,FLOATER 2003,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000738,LEE Y. KIM H. S. LEE S 2002,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000741,KARNI Z. GOTSMAN C. GORTLER S. J. 2005,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000742,HORMANN K. GREINER G 1999,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000743,SHEFFER A. DE STURLER E. 2000,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000745,ZAYER R. LÉVY B. SEIDEL H.-P. 2007,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000747,YAN J. Q. YANG X. SHI P. F 2006,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000750,CHEN Z. G. LIU L. G. ZHANG Z. Y. WANG G. J. 2007,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000751,YANG Y. KIM J. LUO F. HU S. GU X. 2008,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000752,BEN-CHEN M. GOTSMAN C. BUNIN G. 2008,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000754,Expectation-Maximization (EM) algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000756,Parameter-expanded expectation maximization (PX-EM),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000757,Expectation conditional maximization (ECM),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000758,Expectation conditional maximization either (ECME) (Liu Chuanhai Rubin Donald B),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000759,α-EM Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000760,Shaban Amirreza Mehrdad Farajtabar,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000766,Stratonovich,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000767,Stratonovich,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000769,Zakai,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000772,Del Moral Pierre,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000774,Bellman Value Iteration (VI),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000775,Howard Policy Iteration (PI),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000776,Puterman Modified Policy Iteration (MPI),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000777,"Vazirani (ILP, chapters 13-15)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000778,"Vazirani (ILP, chapters 13-15)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000779,Brute force,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000784,The INDEGREE Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000785,The PAGERANK Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000787,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000789,PHITS Coheng Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000790,Haveliwala,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000791,Jeh and Widom,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000792,Richardson and Domingos,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000793,Tomlin,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000794,Achlioptas,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000795,Leases (Cary G Gray and David R Cheriton),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000796,Chubby (Mike Burrows),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000797,Tushar Deepak Chandra and Sam Toueg,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000798,Brute force,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000799,Branch and bound,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000823,Trial Multiplication,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000824,Baby-step Giant-step,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000825,Function Field Sieve (FFS),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000826,Number Field Sieve (NFS),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000827,Pohlig-Hellman,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000828,Pollard's rho algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000829,Pollard's kangaroo algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000832,Outside-In algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000833,Naive Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000834,Naive Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000835,Naive + 1 queen per row restriction,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000836,Naive + 1 queen per row restriction,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000839,Method of determinants,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000840,Method of determinants,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000841,Gunther Determinants solution,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000842,Gunther Determinants solution,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000843,"Rivin, Zabih",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000846,Iteration based,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000847,Recursion based,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000848,Non-recursion based,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000849,Gray-code based,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000860,Shamir's scheme,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000861,Blakley's scheme,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000863,Regula Falsi method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000864,Secant method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000866,Lucifer / DES,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000867,IDEA,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000868,RC5,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000870,Blowfish,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000872,Bjorck,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000873,Higham,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000874,"Calvetti, Reichel",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000875,Euclid's algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000878,"Sthele, Zimmermann",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000879,Brute force algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000883,Fixed priority shortest job first,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
