probe_id,parent_algorithm_id,parent_algorithm_name,public_probe_path,metadata_probe_path,evidence_path,probe_type,introduced_assumptions,original_output_contract,probe_output_contract,not_end_to_end_claim,confidence_score,source_count,card_digest
AW-000159-P0107,AW-000159,Mukhopadhyay,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000159-P0107.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000159-P0107.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000159-P0107.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,44ad0197c5bf0a70
AW-000160-P0108,AW-000160,Cheriyan & Hagerup,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000160-P0108.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000160-P0108.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000160-P0108.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,7d510833c71a8129
AW-000160-P0109,AW-000160,Cheriyan & Hagerup,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000160-P0109.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000160-P0109.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000160-P0109.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,b2537b41f6886f91
AW-000161-P0110,AW-000161,Cheriyan et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000161-P0110.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000161-P0110.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000161-P0110.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,479824dda8bc0362
AW-000161-P0111,AW-000161,Cheriyan et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000161-P0111.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000161-P0111.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000161-P0111.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,3,98f8ff7bec7286b8
AW-000162-P0112,AW-000162,Alon,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000162-P0112.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000162-P0112.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000162-P0112.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,44fb4f2f1777daa3
AW-000162-P0113,AW-000162,Alon,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000162-P0113.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000162-P0113.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000162-P0113.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,53f00439f6a64d72
AW-000163-P0114,AW-000163,King et al. (KRT),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000163-P0114.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000163-P0114.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000163-P0114.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,22ef70ef4bd72bc4
AW-000163-P0115,AW-000163,King et al. (KRT),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000163-P0115.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000163-P0115.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000163-P0115.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,bd51c78f3fbbe574
AW-000164-P0116,AW-000164,Phillips & Westbrook,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000164-P0116.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000164-P0116.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000164-P0116.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,6d347f1acd1a0f75
AW-000164-P0117,AW-000164,Phillips & Westbrook,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000164-P0117.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000164-P0117.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000164-P0117.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,a5cbd2b9fd08a051
AW-000165-P0118,AW-000165,Goldberg & Rao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000165-P0118.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000165-P0118.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000165-P0118.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,28daed025c4be42c
AW-000165-P0119,AW-000165,Goldberg & Rao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000165-P0119.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000165-P0119.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000165-P0119.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,7bba205825238493
AW-000166-P0120,AW-000166,Goldberg & Rao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000166-P0120.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000166-P0120.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000166-P0120.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,28daed025c4be42c
AW-000166-P0121,AW-000166,Goldberg & Rao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000166-P0121.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000166-P0121.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000166-P0121.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,7bba205825238493
AW-000167-P0122,AW-000167,James B Orlin's + KRT (King Rao Tarjan)'s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000167-P0122.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000167-P0122.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000167-P0122.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,485b180c283f8dad
AW-000167-P0123,AW-000167,James B Orlin's + KRT (King Rao Tarjan)'s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000167-P0123.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000167-P0123.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000167-P0123.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,292325b047d6e15a
AW-000168-P0124,AW-000168,Lawler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000168-P0124.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000168-P0124.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000168-P0124.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,07d566b7a2f440ef
AW-000168-P0125,AW-000168,Lawler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000168-P0125.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000168-P0125.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000168-P0125.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,9025c03f3f7a0a38
AW-000169-P0126,AW-000169,Schiermeyer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000169-P0126.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000169-P0126.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000169-P0126.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,901151b7c0517337
AW-000169-P0127,AW-000169,Schiermeyer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000169-P0127.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000169-P0127.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000169-P0127.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,3,76fd9220a5018143
AW-000170-P0128,AW-000170,Beigel & Eppstein,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000170-P0128.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000170-P0128.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000170-P0128.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,84806823b81532ba
AW-000170-P0129,AW-000170,Beigel & Eppstein,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000170-P0129.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000170-P0129.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000170-P0129.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,8678f73b0cecdf10
AW-000171-P0130,AW-000171,Beigel & Eppstein,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000171-P0130.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000171-P0130.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000171-P0130.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,84806823b81532ba
AW-000171-P0131,AW-000171,Beigel & Eppstein,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000171-P0131.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000171-P0131.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000171-P0131.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,8678f73b0cecdf10
AW-000172-P0132,AW-000172,Lawler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000172-P0132.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000172-P0132.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000172-P0132.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,07d566b7a2f440ef
AW-000172-P0133,AW-000172,Lawler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000172-P0133.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000172-P0133.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000172-P0133.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,9025c03f3f7a0a38
AW-000173-P0134,AW-000173,Byskov,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000173-P0134.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000173-P0134.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000173-P0134.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,b571a43064a15786
AW-000173-P0135,AW-000173,Byskov,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000173-P0135.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000173-P0135.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000173-P0135.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,a229ebe45528633c
AW-000175-P0136,AW-000175,Chazelle & Edelsbrunner,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000175-P0136.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000175-P0136.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000175-P0136.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,06673924e164b887
AW-000176-P0137,AW-000176,CHAZELLE,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000176-P0137.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000176-P0137.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000176-P0137.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,e72b981d9cdffc82
AW-000177-P0138,AW-000177,NIEVERGELT. J.. AND PREPARATA (Section 3),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000177-P0138.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000177-P0138.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000177-P0138.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,1,843d97eab8cb77d3
AW-000178-P0139,AW-000178,"Jean-Daniel Boissonnat and Franco P., Preparata.",corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000178-P0139.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000178-P0139.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000178-P0139.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,6da4c2828e628a93
AW-000179-P0140,AW-000179,Balaban.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000179-P0140.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000179-P0140.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000179-P0140.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,4372ad0d3a576933
AW-000180-P0141,AW-000180,Boissonnat Snoeyink,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000180-P0141.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000180-P0141.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000180-P0141.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,6e84505c0a1160c2
AW-000181-P0142,AW-000181,Goodrich,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000181-P0142.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000181-P0142.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000181-P0142.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,08fad4606bb14cab
AW-000182-P0143,AW-000182,Kosaraju's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000182-P0143.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000182-P0143.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000182-P0143.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,31d3b60315c65a0e
AW-000182-P0144,AW-000182,Kosaraju's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000182-P0144.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000182-P0144.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000182-P0144.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,7d5f013342887f73
AW-000183-P0145,AW-000183,Tarjan's strongly connected components algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000183-P0145.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000183-P0145.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000183-P0145.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,30600dd216463e16
AW-000183-P0146,AW-000183,Tarjan's strongly connected components algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000183-P0146.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000183-P0146.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000183-P0146.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,d87d8940261927c4
AW-000184-P0147,AW-000184,Path-based strong components algorithm Dijkstra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000184-P0147.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000184-P0147.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000184-P0147.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,53e9db1f3af9d507
AW-000184-P0148,AW-000184,Path-based strong components algorithm Dijkstra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000184-P0148.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000184-P0148.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000184-P0148.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,8e414205977f70c9
AW-000185-P0149,AW-000185,Fleischer forward-backward (FB) algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000185-P0149.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000185-P0149.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000185-P0149.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,1,dd35185e7bd54359
AW-000185-P0150,AW-000185,Fleischer forward-backward (FB) algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000185-P0150.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000185-P0150.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000185-P0150.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,1,fbf0c5c14cdc4e61
AW-000186-P0151,AW-000186,Pearce,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000186-P0151.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000186-P0151.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000186-P0151.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,4357a9e7842e3c3a
AW-000186-P0152,AW-000186,Pearce,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000186-P0152.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000186-P0152.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000186-P0152.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,cdd91b7d2f1596ef
AW-000187-P0153,AW-000187,Path-based depth-first search Gabow,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000187-P0153.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000187-P0153.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000187-P0153.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,415b983a7efd887d
AW-000187-P0154,AW-000187,Path-based depth-first search Gabow,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000187-P0154.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000187-P0154.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000187-P0154.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,d901cb7d431b6f9c
AW-000188-P0155,AW-000188,Paul Purdom,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000188-P0155.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000188-P0155.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000188-P0155.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,70c26f00602c1dc7
AW-000188-P0156,AW-000188,Paul Purdom,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000188-P0156.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000188-P0156.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000188-P0156.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,3,21a87840d5b25ca4
AW-000189-P0157,AW-000189,Lowe’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000189-P0157.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000189-P0157.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000189-P0157.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,7e27793b293d73b8
AW-000189-P0158,AW-000189,Lowe’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000189-P0158.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000189-P0158.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000189-P0158.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,61f0da05505a2783
AW-000190-P0159,AW-000190,Renault’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000190-P0159.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000190-P0159.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000190-P0159.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,ee35bfe7e8e354db
AW-000190-P0160,AW-000190,Renault’s Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000190-P0160.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000190-P0160.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000190-P0160.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,3,d295004dc5ca1528
AW-000191-P0161,AW-000191,Couvreur,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000191-P0161.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000191-P0161.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000191-P0161.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,3,f5a20a68f5fe983a
AW-000191-P0162,AW-000191,Couvreur,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000191-P0162.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000191-P0162.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000191-P0162.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,3,e75e8ebf8f0ccf38
AW-000192-P0163,AW-000192,Munro’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000192-P0163.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000192-P0163.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000192-P0163.evidence.yaml,search_witness_probe,coherent_boolean_oracle; marked_item_exists; candidate_indexing,full_solution,one_witness,True,100,2,681924ceb21f7076
AW-000192-P0164,AW-000192,Munro’s algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000192-P0164.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000192-P0164.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000192-P0164.evidence.yaml,graph_walk_probe,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,full_solution,one_witness,True,100,2,dec024cdd74d9947
