card_or_probe_id,algorithm_id,algorithm_name,source_id,url,title,source_type,access_status,reliability,digest
AW-000275-P0254,AW-000275,Applegate et al. (Concorde TSP Solver),AW-000275:algorithm_wiki_metadata,https://www.jstor.org/stable/j.ctt7s8xg,AlgorithmWiki metadata for Applegate et al. (Concorde TSP Solver),algorithm_wiki,metadata_only,HIGH,93eee5fbd9bc1b46
AW-000275-P0254,AW-000275,Applegate et al. (Concorde TSP Solver),failed:1c146ade79ab5307,https://www.jstor.org/stable/j.ctt7s8xg,HTTP Error 403: Forbidden,other_public_source,failed,LOW,babfb9f9e648302c
AW-000275,AW-000275,Applegate et al. (Concorde TSP Solver),AW-000275:algorithm_wiki_metadata,https://www.jstor.org/stable/j.ctt7s8xg,AlgorithmWiki metadata for Applegate et al. (Concorde TSP Solver),algorithm_wiki,metadata_only,HIGH,93eee5fbd9bc1b46
AW-000275,AW-000275,Applegate et al. (Concorde TSP Solver),failed:1c146ade79ab5307,https://www.jstor.org/stable/j.ctt7s8xg,HTTP Error 403: Forbidden,other_public_source,failed,LOW,babfb9f9e648302c
AW-000276-P0255,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,AW-000276:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,AlgorithmWiki metadata for Rosenkrantz D. J. Stearns R. E. Lewis P. M.,algorithm_wiki,metadata_only,HIGH,f9130443eae3b71f
AW-000276-P0255,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,crossref:fcceb282dcd4c220,https://doi.org/10.1007/978-1-4020-9688-4_3,An analysis of several heuristics for the traveling salesman problem,doi_metadata,fetched,HIGH,ca559e174cf53eed
AW-000276-P0255,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,skipped:c2d2a0b1a7d0acdb,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,d05cbfc2882acb9e
AW-000276-P0256,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,AW-000276:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,AlgorithmWiki metadata for Rosenkrantz D. J. Stearns R. E. Lewis P. M.,algorithm_wiki,metadata_only,HIGH,f9130443eae3b71f
AW-000276-P0256,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,crossref:fcceb282dcd4c220,https://doi.org/10.1007/978-1-4020-9688-4_3,An analysis of several heuristics for the traveling salesman problem,doi_metadata,fetched,HIGH,ca559e174cf53eed
AW-000276-P0256,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,skipped:c2d2a0b1a7d0acdb,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,d05cbfc2882acb9e
AW-000276,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,AW-000276:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,AlgorithmWiki metadata for Rosenkrantz D. J. Stearns R. E. Lewis P. M.,algorithm_wiki,metadata_only,HIGH,f9130443eae3b71f
AW-000276,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,crossref:fcceb282dcd4c220,https://doi.org/10.1007/978-1-4020-9688-4_3,An analysis of several heuristics for the traveling salesman problem,doi_metadata,fetched,HIGH,ca559e174cf53eed
AW-000276,AW-000276,Rosenkrantz D. J. Stearns R. E. Lewis P. M.,skipped:c2d2a0b1a7d0acdb,https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,d05cbfc2882acb9e
AW-000277-P0257,AW-000277,Lin–Kernighan,AW-000277:algorithm_wiki_metadata,https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,AlgorithmWiki metadata for Lin–Kernighan,algorithm_wiki,metadata_only,HIGH,ecaedd3a249d3ef6
AW-000277-P0258,AW-000277,Lin–Kernighan,AW-000277:algorithm_wiki_metadata,https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,AlgorithmWiki metadata for Lin–Kernighan,algorithm_wiki,metadata_only,HIGH,ecaedd3a249d3ef6
AW-000277,AW-000277,Lin–Kernighan,AW-000277:algorithm_wiki_metadata,https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,AlgorithmWiki metadata for Lin–Kernighan,algorithm_wiki,metadata_only,HIGH,ecaedd3a249d3ef6
AW-000283,AW-000283,J.-C. Nebel 1998,AW-000283:algorithm_wiki_metadata,https://www.academia.edu/814419/A_New_Parallel_Algorithm_Provided_by_a_Computation_Time_Model,AlgorithmWiki metadata for J.-C. Nebel 1998,algorithm_wiki,metadata_only,HIGH,7bdc97ed168c2beb
AW-000283,AW-000283,J.-C. Nebel 1998,skipped:ae75ac8af2aa0776,https://www.academia.edu/814419/A_New_Parallel_Algorithm_Provided_by_a_Computation_Time_Model,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,455c4ee13a430b80
AW-000289,AW-000289,Lindeberg (1998),AW-000289:algorithm_wiki_metadata,https://link.springer.com/article/10.1023/A:1008045108935,AlgorithmWiki metadata for Lindeberg (1998),algorithm_wiki,metadata_only,HIGH,3a31de659a7542d6
AW-000289,AW-000289,Lindeberg (1998),crossref:6de125072bf2e197,https://doi.org/10.1023/A:1008045108935,Feature Detection with Automatic Scale Selection,doi_metadata,fetched,HIGH,42efba4bd898cb29
AW-000289,AW-000289,Lindeberg (1998),skipped:90a9df0de4d7a967,https://link.springer.com/article/10.1023/A:1008045108935,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,bb7f921bc0eb2bc6
AW-000290-P0259,AW-000290,K. Mikolajczyk K. and C. Schmid LoG 2004,AW-000290:algorithm_wiki_metadata,https://www.robots.ox.ac.uk/~vgg/research/affine/det_eval_files/mikolajczyk_pami2004.pdf,AlgorithmWiki metadata for K. Mikolajczyk K. and C. Schmid LoG 2004,algorithm_wiki,metadata_only,HIGH,a99c318c971fa0f1
AW-000290-P0260,AW-000290,K. Mikolajczyk K. and C. Schmid LoG 2004,AW-000290:algorithm_wiki_metadata,https://www.robots.ox.ac.uk/~vgg/research/affine/det_eval_files/mikolajczyk_pami2004.pdf,AlgorithmWiki metadata for K. Mikolajczyk K. and C. Schmid LoG 2004,algorithm_wiki,metadata_only,HIGH,a99c318c971fa0f1
AW-000290,AW-000290,K. Mikolajczyk K. and C. Schmid LoG 2004,AW-000290:algorithm_wiki_metadata,https://www.robots.ox.ac.uk/~vgg/research/affine/det_eval_files/mikolajczyk_pami2004.pdf,AlgorithmWiki metadata for K. Mikolajczyk K. and C. Schmid LoG 2004,algorithm_wiki,metadata_only,HIGH,a99c318c971fa0f1
AW-000296,AW-000296,FAST E. Rosten and T. Drummond 2006,AW-000296:algorithm_wiki_metadata,https://www.edwardrosten.com/work/rosten_2006_machine.pdf,AlgorithmWiki metadata for FAST E. Rosten and T. Drummond 2006,algorithm_wiki,metadata_only,HIGH,a9ce38161fd72d0e
AW-000318-P0261,AW-000318,Kwatra 2003,AW-000318:algorithm_wiki_metadata,https://dl.acm.org/doi/abs/10.1145/882262.882264,AlgorithmWiki metadata for Kwatra 2003,algorithm_wiki,metadata_only,HIGH,7cb4b97ff78d3506
AW-000318-P0261,AW-000318,Kwatra 2003,crossref:08dc7fe901d54632,https://doi.org/10.1145/882262.882264,Graphcut textures,doi_metadata,fetched,HIGH,7a4f0b9713609230
AW-000318-P0261,AW-000318,Kwatra 2003,failed:3091fc81dcf570dd,https://dl.acm.org/doi/abs/10.1145/882262.882264,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,7bbd66909d0d60e9
AW-000318-P0262,AW-000318,Kwatra 2003,AW-000318:algorithm_wiki_metadata,https://dl.acm.org/doi/abs/10.1145/882262.882264,AlgorithmWiki metadata for Kwatra 2003,algorithm_wiki,metadata_only,HIGH,7cb4b97ff78d3506
AW-000318-P0262,AW-000318,Kwatra 2003,crossref:08dc7fe901d54632,https://doi.org/10.1145/882262.882264,Graphcut textures,doi_metadata,fetched,HIGH,7a4f0b9713609230
AW-000318-P0262,AW-000318,Kwatra 2003,failed:3091fc81dcf570dd,https://dl.acm.org/doi/abs/10.1145/882262.882264,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,7bbd66909d0d60e9
AW-000318,AW-000318,Kwatra 2003,AW-000318:algorithm_wiki_metadata,https://dl.acm.org/doi/abs/10.1145/882262.882264,AlgorithmWiki metadata for Kwatra 2003,algorithm_wiki,metadata_only,HIGH,7cb4b97ff78d3506
AW-000318,AW-000318,Kwatra 2003,crossref:08dc7fe901d54632,https://doi.org/10.1145/882262.882264,Graphcut textures,doi_metadata,fetched,HIGH,7a4f0b9713609230
AW-000318,AW-000318,Kwatra 2003,failed:3091fc81dcf570dd,https://dl.acm.org/doi/abs/10.1145/882262.882264,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,7bbd66909d0d60e9
AW-000338,AW-000338,Chen's lambda-connected segmentation,AW-000338:algorithm_wiki_metadata,,AlgorithmWiki metadata for Chen's lambda-connected segmentation,algorithm_wiki,metadata_only,HIGH,c16875b8e0aa4081
AW-000348,AW-000348,Multiple Resolution segmentation - J. Liu and Y. H. Yang (1994),AW-000348:algorithm_wiki_metadata,,AlgorithmWiki metadata for Multiple Resolution segmentation - J. Liu and Y. H. Yang (1994),algorithm_wiki,metadata_only,HIGH,f174aa485a4c34b1
AW-000350-P0263,AW-000350,Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),AW-000350:algorithm_wiki_metadata,,AlgorithmWiki metadata for Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),algorithm_wiki,metadata_only,HIGH,3ea6c3654ba3f55b
AW-000350-P0264,AW-000350,Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),AW-000350:algorithm_wiki_metadata,,AlgorithmWiki metadata for Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),algorithm_wiki,metadata_only,HIGH,3ea6c3654ba3f55b
AW-000350,AW-000350,Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),AW-000350:algorithm_wiki_metadata,,AlgorithmWiki metadata for Isometric graph partitioning - Leo Grady and Eric L. Schwartz (2006),algorithm_wiki,metadata_only,HIGH,3ea6c3654ba3f55b
AW-000355-P0265,AW-000355,Controlled vertex/edge/face decimation - M.E. Algorri and F. Schmitt 1996,AW-000355:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - M.E. Algorri and F. Schmitt 1996,algorithm_wiki,metadata_only,HIGH,6c2a4a8d726a5d4b
AW-000355-P0266,AW-000355,Controlled vertex/edge/face decimation - M.E. Algorri and F. Schmitt 1996,AW-000355:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - M.E. Algorri and F. Schmitt 1996,algorithm_wiki,metadata_only,HIGH,6c2a4a8d726a5d4b
AW-000356-P0267,AW-000356,Controlled vertex/edge/face decimation - Guéziec 1996,AW-000356:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Guéziec 1996,algorithm_wiki,metadata_only,HIGH,3977ed4f1235c0e0
AW-000356-P0268,AW-000356,Controlled vertex/edge/face decimation - Guéziec 1996,AW-000356:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Guéziec 1996,algorithm_wiki,metadata_only,HIGH,3977ed4f1235c0e0
AW-000357-P0269,AW-000357,Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,AW-000357:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,algorithm_wiki,metadata_only,HIGH,60692d8115855d26
AW-000357-P0270,AW-000357,Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,AW-000357:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,algorithm_wiki,metadata_only,HIGH,60692d8115855d26
AW-000358-P0271,AW-000358,Controlled vertex/edge/face decimation - Hamann 1994,AW-000358:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Hamann 1994,algorithm_wiki,metadata_only,HIGH,06494bf2ec2c28a2
AW-000358-P0272,AW-000358,Controlled vertex/edge/face decimation - Hamann 1994,AW-000358:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Hamann 1994,algorithm_wiki,metadata_only,HIGH,06494bf2ec2c28a2
AW-000359-P0273,AW-000359,Controlled vertex/edge/face decimation - Cohen J. Varshney A 1996,AW-000359:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Cohen J. Varshney A 1996,algorithm_wiki,metadata_only,HIGH,b5a1365bc6a2d387
AW-000359-P0274,AW-000359,Controlled vertex/edge/face decimation - Cohen J. Varshney A 1996,AW-000359:algorithm_wiki_metadata,,AlgorithmWiki metadata for Controlled vertex/edge/face decimation - Cohen J. Varshney A 1996,algorithm_wiki,metadata_only,HIGH,b5a1365bc6a2d387
AW-000361-P0275,AW-000361,Vertex clustering - Rossignac J. and Borrel P. 1993,AW-000361:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Rossignac J. and Borrel P. 1993,algorithm_wiki,metadata_only,HIGH,10f6c2b44e92f594
AW-000361-P0276,AW-000361,Vertex clustering - Rossignac J. and Borrel P. 1993,AW-000361:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Rossignac J. and Borrel P. 1993,algorithm_wiki,metadata_only,HIGH,10f6c2b44e92f594
AW-000362-P0277,AW-000362,Vertex clustering - Low K. L. and Tan T. S 1997,AW-000362:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Low K. L. and Tan T. S 1997,algorithm_wiki,metadata_only,HIGH,0b85ffcd41bf01e9
AW-000362-P0278,AW-000362,Vertex clustering - Low K. L. and Tan T. S 1997,AW-000362:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Low K. L. and Tan T. S 1997,algorithm_wiki,metadata_only,HIGH,0b85ffcd41bf01e9
AW-000363-P0279,AW-000363,Vertex clustering - Reddy 1996,AW-000363:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Reddy 1996,algorithm_wiki,metadata_only,HIGH,7e9a212512ba318a
AW-000363-P0280,AW-000363,Vertex clustering - Reddy 1996,AW-000363:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Reddy 1996,algorithm_wiki,metadata_only,HIGH,7e9a212512ba318a
AW-000364-P0281,AW-000364,Vertex clustering - Hoppe H. DeRose T. 1993,AW-000364:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Hoppe H. DeRose T. 1993,algorithm_wiki,metadata_only,HIGH,77d05d026fa58dbb
AW-000364-P0282,AW-000364,Vertex clustering - Hoppe H. DeRose T. 1993,AW-000364:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Hoppe H. DeRose T. 1993,algorithm_wiki,metadata_only,HIGH,77d05d026fa58dbb
AW-000365-P0283,AW-000365,Vertex clustering - Rossignac J. and Borrel P. 1997,AW-000365:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Rossignac J. and Borrel P. 1997,algorithm_wiki,metadata_only,HIGH,94f214702583b614
AW-000365-P0284,AW-000365,Vertex clustering - Rossignac J. and Borrel P. 1997,AW-000365:algorithm_wiki_metadata,,AlgorithmWiki metadata for Vertex clustering - Rossignac J. and Borrel P. 1997,algorithm_wiki,metadata_only,HIGH,94f214702583b614
AW-000386-P0285,AW-000386,Digital Differential Analyzer (DDA),AW-000386:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Digital Differential Analyzer (DDA),algorithm_wiki,metadata_only,HIGH,2d97114f0aa73b23
AW-000386-P0285,AW-000386,Digital Differential Analyzer (DDA),skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000386-P0286,AW-000386,Digital Differential Analyzer (DDA),AW-000386:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Digital Differential Analyzer (DDA),algorithm_wiki,metadata_only,HIGH,2d97114f0aa73b23
AW-000386-P0286,AW-000386,Digital Differential Analyzer (DDA),skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000386,AW-000386,Digital Differential Analyzer (DDA),AW-000386:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Digital Differential Analyzer (DDA),algorithm_wiki,metadata_only,HIGH,2d97114f0aa73b23
AW-000386,AW-000386,Digital Differential Analyzer (DDA),skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000387-P0287,AW-000387,Bresenham Algorithm,AW-000387:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Bresenham Algorithm,algorithm_wiki,metadata_only,HIGH,335a6eb8816ae800
AW-000387-P0287,AW-000387,Bresenham Algorithm,skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000387-P0288,AW-000387,Bresenham Algorithm,AW-000387:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Bresenham Algorithm,algorithm_wiki,metadata_only,HIGH,335a6eb8816ae800
AW-000387-P0288,AW-000387,Bresenham Algorithm,skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000387,AW-000387,Bresenham Algorithm,AW-000387:algorithm_wiki_metadata,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,AlgorithmWiki metadata for Bresenham Algorithm,algorithm_wiki,metadata_only,HIGH,335a6eb8816ae800
AW-000387,AW-000387,Bresenham Algorithm,skipped:5736725f1d1f30a8,https://www.academia.edu/5750589/Computer_Graphics_C_Version_by_Donald_Hearn_and_M_Pauline_Baker_II_Edition,robots.txt disallowed fetch,textbook_or_course_notes,skipped,LOW,8ddf84f4a8ecd605
AW-000396,AW-000396,FastSlam,AW-000396:algorithm_wiki_metadata,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,AlgorithmWiki metadata for FastSlam,algorithm_wiki,metadata_only,HIGH,ae2f685f39375608
AW-000398,AW-000398,Probabilistic Convolution Tree,AW-000398:algorithm_wiki_metadata,https://www.ncbi.nlm.nih.gov/pubmed/24626234,AlgorithmWiki metadata for Probabilistic Convolution Tree,algorithm_wiki,metadata_only,HIGH,77a4ec33272324e4
AW-000398,AW-000398,Probabilistic Convolution Tree,source:2156c9e71cfe68a8,https://www.ncbi.nlm.nih.gov/pubmed/24626234,The probabilistic convolution tree: efficient exact Bayesian inference for faster LC-MS/MS protein inference - PubMed,other_public_source,fetched,LOW,09629999adfd5176
AW-000399,AW-000399,Odd Even Sort Parallel Implementation,AW-000399:algorithm_wiki_metadata,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,AlgorithmWiki metadata for Odd Even Sort Parallel Implementation,algorithm_wiki,metadata_only,HIGH,5de949f7a85c4657
AW-000399,AW-000399,Odd Even Sort Parallel Implementation,source:077aa078e4f5f27b,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,other_public_source,fetched,LOW,e7008ff9fe6ecd32
AW-000400,AW-000400,Spaghetti Sort Parallel Implementation,AW-000400:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,AlgorithmWiki metadata for Spaghetti Sort Parallel Implementation,algorithm_wiki,metadata_only,HIGH,05ba4b603fd58132
AW-000400,AW-000400,Spaghetti Sort Parallel Implementation,crossref:4e418849156abd91,https://doi.org/10.1007/978-94-009-2794-0_11,Two Non-Standard Paradigms for Computation: Analog Machines and Cellular Automata,doi_metadata,fetched,HIGH,33eb3b03ade17cd7
AW-000400,AW-000400,Spaghetti Sort Parallel Implementation,skipped:8d4be306d0d5402d,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,6a48c72c4d8fe341
AW-000401,AW-000401,Heejo Lee Jong Kim Sungje Hong and Sunggu Lee,AW-000401:algorithm_wiki_metadata,https://citeseerx.ist.psu.edu/pdf/567c6ea2c932206fafd53f9f0f0bae7df861f627,AlgorithmWiki metadata for Heejo Lee Jong Kim Sungje Hong and Sunggu Lee,algorithm_wiki,metadata_only,HIGH,a7fb418dd8dbbf2f
AW-000402,AW-000402,Prakesh Ramanan,AW-000402:algorithm_wiki_metadata,https://epubs.siam.org/doi/abs/10.1137/0225039,AlgorithmWiki metadata for Prakesh Ramanan,algorithm_wiki,metadata_only,HIGH,d595c6b52cc801c0
AW-000402,AW-000402,Prakesh Ramanan,crossref:c66e27a253354e59,https://doi.org/10.1137/0225039,An Efficient Parallel Algorithm for the Matrix-Chain-Product Problem,doi_metadata,fetched,HIGH,c40d872176ae575c
AW-000402,AW-000402,Prakesh Ramanan,failed:6d93afd0af2939fa,https://epubs.siam.org/doi/abs/10.1137/0225039,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,fea4fa7ba4a46941
AW-000403,AW-000403,Czumaj,AW-000403:algorithm_wiki_metadata,https://citeseerx.ist.psu.edu/pdf/977d9f90a2115345ac1aba6237e8d30a5a1fe713,AlgorithmWiki metadata for Czumaj,algorithm_wiki,metadata_only,HIGH,9615c178ec62d22a
AW-000404-P0289,AW-000404,Hsu and Du (Scheme 2),AW-000404:algorithm_wiki_metadata,https://www.sciencedirect.com/science/article/pii/0022000084900254,AlgorithmWiki metadata for Hsu and Du (Scheme 2),algorithm_wiki,metadata_only,HIGH,afebf7cb5ffb496f
AW-000404-P0289,AW-000404,Hsu and Du (Scheme 2),failed:2eb669d8da2b294b,https://www.sciencedirect.com/science/article/pii/0022000084900254,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,5c74ba3e3d857abf
AW-000404,AW-000404,Hsu and Du (Scheme 2),AW-000404:algorithm_wiki_metadata,https://www.sciencedirect.com/science/article/pii/0022000084900254,AlgorithmWiki metadata for Hsu and Du (Scheme 2),algorithm_wiki,metadata_only,HIGH,afebf7cb5ffb496f
AW-000404,AW-000404,Hsu and Du (Scheme 2),failed:2eb669d8da2b294b,https://www.sciencedirect.com/science/article/pii/0022000084900254,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,5c74ba3e3d857abf
AW-000405-P0290,AW-000405,Apostolico and Guerra (HS1 Algorithm),AW-000405:algorithm_wiki_metadata,https://link.springer.com/article/10.1007/BF01840365,AlgorithmWiki metadata for Apostolico and Guerra (HS1 Algorithm),algorithm_wiki,metadata_only,HIGH,bb4431c53038d0b0
AW-000405-P0290,AW-000405,Apostolico and Guerra (HS1 Algorithm),crossref:037f19fab04029e7,https://doi.org/10.1007/BF01840365,The longest common subsequence problem revisited,doi_metadata,fetched,HIGH,9582e295d2344814
AW-000405-P0290,AW-000405,Apostolico and Guerra (HS1 Algorithm),skipped:17f33e649c3186c3,https://link.springer.com/article/10.1007/BF01840365,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,3d250f71307ad1a5
AW-000405,AW-000405,Apostolico and Guerra (HS1 Algorithm),AW-000405:algorithm_wiki_metadata,https://link.springer.com/article/10.1007/BF01840365,AlgorithmWiki metadata for Apostolico and Guerra (HS1 Algorithm),algorithm_wiki,metadata_only,HIGH,bb4431c53038d0b0
AW-000405,AW-000405,Apostolico and Guerra (HS1 Algorithm),crossref:037f19fab04029e7,https://doi.org/10.1007/BF01840365,The longest common subsequence problem revisited,doi_metadata,fetched,HIGH,9582e295d2344814
AW-000405,AW-000405,Apostolico and Guerra (HS1 Algorithm),skipped:17f33e649c3186c3,https://link.springer.com/article/10.1007/BF01840365,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,3d250f71307ad1a5
AW-000406-P0291,AW-000406,Kuo and Cross,AW-000406:algorithm_wiki_metadata,https://dl.acm.org/citation.cfm?id=74702,AlgorithmWiki metadata for Kuo and Cross,algorithm_wiki,metadata_only,HIGH,fcde82988d9ac83e
AW-000406-P0291,AW-000406,Kuo and Cross,failed:589959c7cbcc8d5e,https://dl.acm.org/citation.cfm?id=74702,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,a5dda5005ac3babb
AW-000406,AW-000406,Kuo and Cross,AW-000406:algorithm_wiki_metadata,https://dl.acm.org/citation.cfm?id=74702,AlgorithmWiki metadata for Kuo and Cross,algorithm_wiki,metadata_only,HIGH,fcde82988d9ac83e
AW-000406,AW-000406,Kuo and Cross,failed:589959c7cbcc8d5e,https://dl.acm.org/citation.cfm?id=74702,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,a5dda5005ac3babb
AW-000407-P0292,AW-000407,Rick (Algorithm 2),AW-000407:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,AlgorithmWiki metadata for Rick (Algorithm 2),algorithm_wiki,metadata_only,HIGH,ed394bea67913775
AW-000407-P0292,AW-000407,Rick (Algorithm 2),crossref:a1260498248f632b,https://doi.org/10.1007/3-540-60044-2_53,A new flexible algorithm for the longest common subsequence problem,doi_metadata,fetched,HIGH,ce3895de7a75bcb8
AW-000407-P0292,AW-000407,Rick (Algorithm 2),skipped:28e4cb0ac4a4db54,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,robots.txt disallowed fetch,publisher_abstract,skipped,LOW,ae98d7c37e0dbf09
AW-000407,AW-000407,Rick (Algorithm 2),AW-000407:algorithm_wiki_metadata,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,AlgorithmWiki metadata for Rick (Algorithm 2),algorithm_wiki,metadata_only,HIGH,ed394bea67913775
AW-000407,AW-000407,Rick (Algorithm 2),crossref:a1260498248f632b,https://doi.org/10.1007/3-540-60044-2_53,A new flexible algorithm for the longest common subsequence problem,doi_metadata,fetched,HIGH,ce3895de7a75bcb8
