algorithm_id,algorithm_name,reconstruction_decision,review_reasons,confidence_score
AW-000826,Number Field Sieve (NFS),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-000827,Pohlig-Hellman,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000828,Pollard's rho algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000829,Pollard's kangaroo algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000846,Iteration based,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000847,Recursion based,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000848,Non-recursion based,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000860,Shamir's scheme,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000861,Blakley's scheme,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000863,Regula Falsi method,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000864,Secant method,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000875,Euclid's algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000878,"Sthele, Zimmermann",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000879,Brute force algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000883,Fixed priority shortest job first,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000885,Shortest remaining time first,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000886,"First come, first served",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000890,The theoretically optimal page replacement algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000891,Not recently used,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000892,"First-in, first-out",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000893,Second-chance,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000894,Clock,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000895,Least recently used,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000896,Random,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000897,Not frequently used (NFU),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000898,Aging,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000899,Longest distance first (LDF) page replacement algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000900,ARIES,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000901,Output-Sensitive Quantum BMM,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,80
AW-000902,,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000903,O'Neil 1973,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-000907,Chan,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000908,Chan,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000909,Yu,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000939,Davis-Putnam-Logemann-Loveland Algorithm (DPLL),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-000940,Conflict-Driven Clause Learning (CDCL),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-000943,Quantum Adiabatic Algorithm (QAA),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000944,Lewis 1978,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-000945,"Paturi, Pudlák, Saks, Zane (PPSZ) 2005",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000946,Hertli (Modified PPSZ),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000947,Hertli (Modified PPSZ),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000952,Wells,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000953,Langdon,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000955,Ives' algorithm c,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000957,Illinois Algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000958,Anderson–Björck algorithm,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000959,ITP Method,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000960,Steffensen's method,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000961,Inverse quadratic interpolation,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000962,Brent-Dekker Method,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000975,"Gronlund, Pettie",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000976,"Gronlund, Pettie",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000977,Freund,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000978,Chan,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000985,Exhaustive search,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000986,"Abboud, Williams, Yu",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000987,"Reduction to Abboud, Williams, Yu",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000988,"Chan, Williams",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-000989,"Reduction to Chan, Williams",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001010,Grahne and Räihä,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001011,Lien,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001012,Sciore,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001013,Fagin,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001014,Takaoka,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001015,Chan,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001016,"Fischer, Heun",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,15
AW-001017,"Nuutila, Soisalon-Soininen",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001018,"Buhler, Lenstra, Pomerance",STILL_REVIEW_NEEDED,source-backed I/O reconstruction is still insufficient,60
AW-001019,"Pomerance, Wagstaff",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001020,Fredman,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,15
AW-001021,Takaoka,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,15
AW-001023,Chan,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001024,"Galil, Margalit",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001025,"Kose, Weckwerth, Linke, Fiehn",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001026,Mongelli et. al.,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,50
AW-001040,Preperata (1),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001041,Preperata (2),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001047,Nassimi and Sahni,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001064,Akl,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001099,"Saxena, Bhatt, Prasad",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001131,"Dey, Srimani",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001136,Tang,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001174,"Tianzhen, Zhou, Xiozhen",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001201,"Olariu, Schwing",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001226,Cerin,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,55
AW-001246,"Siebert, Wolf",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001257,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,5
AW-001260,"SPMS - Cole, Ramachandran",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001265,"Kim, Choi, Bae",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,15
AW-001282,"2mm - Mubarak, Iqbal, Naeem, Hussain",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,0
AW-001290,Akl,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001312,"Galper, Brutlag (synchronous Row Wavefront approach) (1)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001313,"Galper, Brutlag (asynchronous Row Wavefront approach) (also asynch DWF) (2)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001314,"Galper, Brutlag (synchronous Diagonal Wavefront approach) (3)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001316,Tiskin,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001349,"Agarwal, Gustavson, Zubair",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001350,"Agarwal, Bale, Gustavson, Joshi, Palkar (P_GEMM, Classical 3D)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001351,"Solomonik, Demmel (Classical 2.5D)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001355,"Hunold, Rauber, Rünger",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001356,Ballard (CAPS) (same as 2012 paper),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001361,"Gupta, Kumar (variant of DNS81)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001364,Berntsen (Classical 3D),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001368,"Choi, Walker, Dongarra (PUMMA)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001370,"Lin, Snyder",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001371,"Lee, Robertson, Fortes (Cannon generalized for block-cyclic distributed matrices)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001372,Choi (DIMMA),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001373,"Demmel, Eliahu, Fox, Kamil, Lipshitz, Schwartz, Spillinger (CARMA)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001375,"Krishnan, Nieplocha (SRUMMA)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001380,"Bjørstad, Manne, Sørevik, Vajteršic (Winograd's algorithm)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001382,Csanky,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001383,"Bader, Gehrke",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001615,van de Vorst (grids) (1),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001616,van de Vorst (blocks) (2),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001617,"Lee, Lee",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001624,"Lee, Erçal",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001626,"Czumaj, Galil, Gąsieniec, Park, Plandowski (2)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001631,Chmielowiec (existing FFT-based algorithm),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-001636,"Tembhurne, Sathe (1)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001637,"Tembhurne, Sathe (2)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001668,"Cevher, Becker, Schmidt (Consensus ADMM - first order mehtod)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001669,"Bubeck, Jiang, Lee, Li, Sidford",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001691,Swarztrauber,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-001707,"Dongarra, Sorensen",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001708,Sameh (Jacobi),STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001709,Paardekooper,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001775,"Sameh, Chen, Kuck",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001776,Multigrid,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,15
AW-001777,Vatjersic,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001778,"Xu, Wang [FDPI]",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001782,"Zhao Ning, Wang XuBen",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001800,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001819,"Ye, Chiang",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001822,"Agrawal, Shafer",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001824,"Ozkural, Uçar, Aykanat",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001826,"Zhang, Zhang, Liao, Jin",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001827,"Cheung, Hu, Xia",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,20
AW-001828,"CZ algorithm - Jiancheng, Yiqin, Yu",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,25
AW-001844,Penzhorn,STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
AW-001877,"Chafik, Daoui",STILL_REVIEW_NEEDED,No second-pass rule could identify source-backed task semantics.,30
