algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,source_pass,merge_action,card_digest,access_model,confidence_score,domain,input_model,output_contract,saturation_status,second_pass_rule,source_count,source_quality,space_complexity,third_pass_rule,time_complexity
AW-000472,Hu–Tucker algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000472.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000472.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000472.context.evidence.yaml,v1,include,a2233a718a51cd49,offline_batch_queries,70,data_structures,explicit_data_structure_problem,data_structure_output,,,3,HIGH,O(n),,O(n \log n)
AW-000473,Knuth's DP algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000473.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000473.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000473.context.evidence.yaml,v1,include,3f1e7e380ba6ec94,random_access_string,100,string,explicit_string_problem,full_solution,,,3,HIGH,O(n^2),,O(n^2)
AW-000474,"DP algorithm (Gilbert, Moore)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000474.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000474.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000474.context.evidence.yaml,v1,include,ce3802a8d2c61e44,random_access_string,100,string,explicit_string_problem,full_solution,,,2,HIGH,O(n^2),,O(n^3)
AW-000475,Naive algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000475.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000475.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000475.context.evidence.yaml,v1,include,c93b855efd42a986,offline_batch_queries,70,data_structures,explicit_data_structure_problem,data_structure_output,,,3,HIGH,O(1),,O(4^n/n^{3/2})
AW-000476,Yao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000476.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000476.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000476.context.evidence.yaml,v1,include,35f5cbc15bc61f59,offline_batch_queries,70,dynamic_programming,explicit_dynamic_programming_problem,one_witness,,,3,HIGH,O(n^2),,O(n^2)
AW-000477,Levcopoulos Lingas Sack,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000477.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000477.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000477.context.evidence.yaml,third_pass,include,0d03047e8b58e958,random_access_string,100,data_structures,explicit_data_structure_problem,data_structure_output,RECOVERED_CONTEXT,,4,HIGH,O(n),third_pass_reuse_data_structure,O(n)
AW-000478,de Prisco,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000478.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000478.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000478.context.evidence.yaml,v1,include,f6b7382c2817bc92,function_evaluation_oracle_classical,60,numerical_analysis,explicit_numerical_problem,estimate,,,2,HIGH,O(n),,O(n)
AW-000479,Lemke–Howson algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000479.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000479.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000479.context.evidence.yaml,v1,include,e346ac62d47d1c11,dense_matrix_access,70,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,3,HIGH,O(mn),,2^{O(n+m)}
AW-000480,Hungarian algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000480.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000480.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000480.context.evidence.yaml,v1,include,691406772f8adce6,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(n^2),,O(n^4)
AW-000481,Edmonds,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000481.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000481.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000481.context.evidence.yaml,v1,include,3610d80bb3b7b84f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(mn^2),,O(mn^2)
AW-000482,Micali Vazirani,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000482.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000482.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000482.context.evidence.yaml,v1,include,0a22fbece44f4d53,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,O(E),,O(E \sqrt{V})
AW-000483,Fleury's algorithm + Tarjan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000483.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000483.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000483.context.evidence.yaml,v1,include,c4aa50e6284d484b,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,O(E),,O(E^2)
AW-000484,Hierholzer's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000484.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000484.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000484.context.evidence.yaml,v1,include,87bc16baa8950196,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(E),,O(E)
AW-000485,Fleury's algorithm + Thorup,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000485.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000485.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000485.context.evidence.yaml,v1,include,e38e162c6da3b7ac,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(E),,O(E \log^3(E) \log\log E)
AW-000486,Naive algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000486.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000486.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000486.context.evidence.yaml,third_pass,include,193c735ad0994405,adjacency_list_query,100,graph,explicit_graph_problem,path_or_tree,RECOVERED_CONTEXT,,3,HIGH,O(1),third_pass_reuse_named_graph_problem,O(n^2)
AW-000487,Cooley–Tukey algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000487.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000487.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000487.context.evidence.yaml,third_pass,include,839cc16b95aab176,random_access_string,100,combinatorics,explicit_combinatorial_problem,one_witness,RECOVERED_CONTEXT,,5,HIGH,O(n),third_pass_reuse_cycle_detection,O(n \log n)
AW-000490,Yavne Split Radix FFT algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000490.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000490.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000490.context.evidence.yaml,v1,include,2adf63ee4dfff8e1,random_access_array,100,sorting,explicit_sequence_problem,full_sequence_output,,,2,HIGH,O(n),,O(n \log n)
AW-000491,Gentleman Morven and Gordon Sande radix-4 algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000491.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000491.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000491.context.evidence.yaml,v1,include,5a432b48abe436f3,random_access_array,100,sorting,explicit_sequence_problem,full_sequence_output,,,1,HIGH,O(n),,O(n \log n)
AW-000492,Bergland Glenn radix-8 algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000492.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000492.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000492.context.evidence.yaml,v1,include,43fcd9cb1e9a5539,random_access_array,100,sorting,explicit_sequence_problem,full_sequence_output,,,2,HIGH,O(n),,O(n \log n)
AW-000493,Extended Split Radix FFT algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000493.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000493.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000493.context.evidence.yaml,v1,include,4b832c9a44319f7b,random_access_array,100,sorting,explicit_sequence_problem,full_sequence_output,,,2,HIGH,O(n),,O(n \log n)
AW-000494,Von zur Gathen-Gerhard additive FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000494.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000494.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000494.context.evidence.yaml,second_pass,include,6f24b3b74539d041,explicit_input_instance,90,combinatorics,explicit_combinatorial_problem,full_solution,,integer_factorization,4,HIGH,O(n),,O(n (\log n)^2)
AW-000496,Gao’s additive FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000496.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000496.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000496.context.evidence.yaml,third_pass,include,67caedfb2a34fc0e,adjacency_list_query,100,graph,explicit_graph_problem,path_or_tree,RECOVERED_CONTEXT,,4,HIGH,O(n),third_pass_reuse_named_graph_problem,O(n \log n \log \log n)
AW-000497,Naive algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000497.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000497.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000497.context.evidence.yaml,v1,include,0812c6fbe5e93842,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(1),,O(n)
AW-000498,Digital Differential Analyzer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000498.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000498.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000498.context.evidence.yaml,v1,include,bd5383623303133c,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(1),,O(n)
AW-000499,Bresenham's line algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000499.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000499.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000499.context.evidence.yaml,v1,include,761349d4bb5ce12e,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(1),,O(n)
AW-000500,Xiaolin Wu's line algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000500.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000500.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000500.context.evidence.yaml,v1,include,4681fb50f222c141,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,3,HIGH,O(1),,O(n)
AW-000501,Gupta-Sproull algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000501.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000501.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000501.context.evidence.yaml,v1,include,d46d5dfd86c1d2ad,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,3,HIGH,O(1),,O(n)
AW-000502,Greiner–Hormann clipping algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000502.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000502.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000502.context.evidence.yaml,v1,include,9f2089073f969246,explicit_geometric_objects,100,computational_geometry,explicit_geometry_problem,full_solution,,,2,HIGH,O(n^2),,O(n^2)
AW-000503,Sutherland–Hodgman algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000503.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000503.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000503.context.evidence.yaml,v1,include,a9cd1f356b025b1c,explicit_geometric_objects,100,computational_geometry,explicit_geometry_problem,full_solution,,,3,HIGH,O(n),,O(n^2)
AW-000504,Vatti clipping algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000504.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000504.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000504.context.evidence.yaml,v1,include,4385bc65998622b7,explicit_geometric_objects,100,computational_geometry,explicit_geometry_problem,full_solution,,,3,HIGH,O(n^2),,O(n^2)
AW-000505,Weiler–Atherton clipping algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000505.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000505.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000505.context.evidence.yaml,v1,include,1aa59b4d2d119d38,explicit_geometric_objects,100,computational_geometry,explicit_geometry_problem,full_solution,,,1,HIGH,O(n^2),,O(n^2)
AW-000506,Inverse iteration,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000506.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000506.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000506.context.evidence.yaml,v1,include,0aef2e46aab34b94,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,3,HIGH,O(n^2),,O(n^2)
AW-000509,Rayleigh quotient iteration,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000509.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000509.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000509.context.evidence.yaml,v1,include,01bade910d7e11ba,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^2)
AW-000511,LOBPCG algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000511.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000511.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000511.context.evidence.yaml,v1,include,3192d02545b286af,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n),,O(n^2)
AW-000514,Bisection method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000514.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000514.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000514.context.evidence.yaml,v1,include,3519ade3dd7ba906,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^2)
AW-000515,Laguerre iteration,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000515.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000515.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000515.context.evidence.yaml,v1,include,b65af4598923f49e,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^2)
AW-000516,QR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000516.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000516.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000516.context.evidence.yaml,v1,include,9b1b92e7acf4034c,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,2,HIGH,O(n^2),,O(n^2)
AW-000518,Jacobi eigenvalue algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000518.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000518.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000518.context.evidence.yaml,v1,include,bc013fc8988c1416,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,2,HIGH,O(n^2),,O(n^2)
AW-000520,Divide-and-conquer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000520.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000520.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000520.context.evidence.yaml,v1,include,0e164c321b3a2d95,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,2,HIGH,O(n^2),,O(n \log n)
AW-000522,Homotopy method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000522.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000522.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000522.context.evidence.yaml,v1,include,a7ebb70ebbb4363b,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,2,HIGH,O(n^2),,O(n^2)
AW-000527,Folded spectrum method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000527.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000527.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000527.context.evidence.yaml,v1,include,482b8e59d8e26e95,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,3,HIGH,O(n),,O(n^2)
AW-000530,MRRR algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000530.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000530.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000530.context.evidence.yaml,v1,include,797e2f0651dc2c36,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n)
AW-000532,Bisection method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000532.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000532.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000532.context.evidence.yaml,v1,include,9b7be318f9ca094b,function_evaluation_oracle_classical,100,numerical_analysis,explicit_numerical_problem,approximation_solution,,,1,HIGH,O(1),,O(n_{max})
AW-000534,Newton's method,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000534.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000534.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000534.context.evidence.yaml,v1,include,1cb0e8ed9bead2bd,function_evaluation_oracle_classical,100,numerical_analysis,explicit_numerical_problem,approximation_solution,,,1,HIGH,O(1),,O(n_{max})
AW-000536,Ridder's method,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000536.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000536.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000536.context.evidence.yaml,third_pass,include,c79aefb245d5fa19,random_access_string,100,data_structures,explicit_data_structure_problem,data_structure_output,RECOVERED_CONTEXT,,5,HIGH,O(1),third_pass_reuse_data_structure,O(n_{max})
AW-000540,Knuth–Bendix algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000540.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000540.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000540.context.evidence.yaml,v1,include,1c09d53b50f13a67,random_access_string,100,string,explicit_string_problem,full_solution,,,1,HIGH,O(ng),,O(1.5^n n^2 \log n)
AW-000542,Newton–Raphson algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000542.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000542.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000542.context.evidence.yaml,v1,include,7f94a4a6fd050007,function_evaluation_oracle_classical,100,numerical_analysis,explicit_numerical_problem,estimate,,,1,HIGH,O(n+r^2),,O(n^3)
AW-000544,Expectation conditional maximization (ECM),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000544.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000544.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000544.context.evidence.yaml,v1,include,ae929e85d4a89f03,adjacency_list_query,80,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(n+r),,O(n^2 \log n)
AW-000548,Flajolet–Martin algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000548.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000548.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000548.context.evidence.yaml,third_pass,include,5bce4d5bdd56b89a,adjacency_list_query,100,graph,explicit_graph_problem,path_or_tree,RECOVERED_CONTEXT,,5,HIGH,O(\log n),third_pass_reuse_named_graph_problem,O(N)
AW-000550,HyperLogLog algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000550.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000550.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000550.context.evidence.yaml,v1,include,8020c4ad84a7e53e,explicit_numeric_parameters,100,numerical_analysis,explicit_numerical_problem,approximation_solution,,,1,HIGH,O(\epsilon^{-2}\log(\log n))+\log n),,O(N)
AW-000551,HyperLogLog++,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000551.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000551.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000551.context.evidence.yaml,v1,include,297a6b8dd8d1f6ea,explicit_numeric_parameters,100,numerical_analysis,explicit_numerical_problem,approximation_solution,,,1,HIGH,O(\epsilon^{-2}\log(\log n))+\log n),,O(N)
AW-000552,Chaitin's Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000552.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000552.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000552.context.evidence.yaml,v1,include,4c6b99ad98fdf783,adjacency_list_query,70,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,O(n^2),,O(n^2)
AW-000557,Fortune's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000557.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000557.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000557.context.evidence.yaml,v1,include,b512052b3c3a96fb,explicit_geometric_objects,100,computational_geometry,explicit_geometry_problem,full_solution,,,1,HIGH,O(n),,O(n \log n)
AW-000558,Bowyer–Watson algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000558.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000558.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000558.context.evidence.yaml,second_pass,include,19e537879e3b667b,explicit_geometric_objects,80,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,3,HIGH,O(n),,O(n \log n)
AW-000561,Welford's Online algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000561.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000561.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000561.context.evidence.yaml,third_pass,include,93b9e25a010870fd,adjacency_list_query,100,graph,explicit_graph_problem,path_or_tree,RECOVERED_CONTEXT,,5,HIGH,O(1),third_pass_reuse_named_graph_problem,O(n)
AW-000563,Chan's algorithm Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000563.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000563.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000563.context.evidence.yaml,v1,include,5b71b4a18e02a788,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,1,HIGH,O(1) per processor,,O(\log n)
AW-000564,Kahn's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000564.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000564.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000564.context.evidence.yaml,v1,include,f2e63f075be3ff19,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(V),,O(V+E)
AW-000565,Tarjan's DFS based algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000565.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000565.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000565.context.evidence.yaml,v1,include,c874adeb5ca80616,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(V),,O(V+E)
AW-000566,Dekel Nassimi & Sahni Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000566.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000566.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000566.context.evidence.yaml,v1,include,c502ab83a50d409f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,O(V^2),,O(\log^2 V)
