fact_id,fact_type,value,source_id,reliability,confidence,conflict_status,notes
AW-000562-F779b75a0da,problem_definition,domain: unknown,AW-000562:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000562-F1879f82ad8,time_complexity,time complexity: O(n),AW-000562:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000562-Fa30a677505,space_complexity,space complexity: O(1),AW-000562:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000562-F0e62701aeb,computation_model,computational model: Word/Real RAM,AW-000562:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000562-Fa87d4f93a8,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000562:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000562-F746693601d,source_title,Updating mean and variance estimates,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-Ff9ac44b506,problem_definition,DOI title: Updating mean and variance estimates,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-F38e7cb37b8,problem_definition,published year: 1979,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-F93cef9108c,problem_definition,container title: Communications of the ACM,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-Fe9d58692d4,problem_definition,abstract summary: A method of improved efficiency is given for updating the mean and variance of weighted sampled data when an additional data value is included in the set.,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-F5ac9723860,authoritative_source_link,https://doi.org/10.1145/359146.359153,crossref:8dff3e224a4e5650,HIGH,85,consistent,previous_source_record
AW-000562-F9b0e96acb3,problem_definition,Crossref title-search result: Updating mean and variance estimates,crossref_search:75eecac38fb17a8c,MEDIUM,70,consistent,previous_source_record
AW-000562-Fa3865f820e,problem_definition,OpenAlex title: Updating mean and variance estimates,openalex:1bb1093729ee8811,HIGH,85,consistent,openalex
AW-000562-F7c7f3156ee,problem_definition,publication year: 1979,openalex:1bb1093729ee8811,HIGH,85,consistent,openalex
AW-000562-F029d9d1753,authoritative_source_link,https://openalex.org/W2088214068,openalex:1bb1093729ee8811,HIGH,85,consistent,openalex
AW-000593-Ff019c308b6,alias,5-point star Cramer's rule,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000593-F7db6d9e8a9,time_complexity,O(4^{n^2}),AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000593-F0e5cb77b52,space_complexity,"O(4^{(n^2)}) for sure, O(n^2) possibly (if super conservative)",AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000593-F26eec68e99,computation_model,Real RAM,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000593-F0dc675a4a2,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000593:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000593-F6be425e51e,source_title,AlgorithmWiki metadata for 5-point star Cramer's rule,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-F95782e2d83,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point star Cramer's rule,AW-000593:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000593-F92459e03e2,problem_definition,AlgorithmWiki row name: 5-point star Cramer's rule,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-Fef20268489,problem_definition,domain: unknown,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-F38e6133d55,time_complexity,time complexity: O(4^{n^2}),AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-F86c147e418,space_complexity,"space complexity: O(4^{(n^2)}) for sure, O(n^2) possibly (if super conservative)",AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-Fb29ebd4b28,computation_model,computational model: Real RAM,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-F08f07841cc,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000593:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000593-F9e93fec37f,source_title,Cramer Rule,crossref_search:cee35f451270c3b0,MEDIUM,70,consistent,previous_source_record
AW-000593-F5659969a37,problem_definition,Crossref title-search result: Cramer Rule,crossref_search:cee35f451270c3b0,MEDIUM,70,consistent,previous_source_record
AW-000593-Ff7d4145179,authoritative_source_link,https://doi.org/10.1007/978-1-4939-7131-2_100219,crossref_search:cee35f451270c3b0,MEDIUM,70,consistent,previous_source_record
AW-000594-F3b5fdab9c6,alias,5-point Gauss elimination,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000594-F5a9490b252,time_complexity,O(n^4),AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000594-Ff763cfe6ac,space_complexity,O(n^4),AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000594-Fc0966c0ae5,computation_model,Real RAM,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000594-Fadf483e4b9,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000594:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000594-Fe154babd50,source_title,AlgorithmWiki metadata for 5-point Gauss elimination,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-F23d17e2b56,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point Gauss elimination,AW-000594:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000594-Fb266054cbb,problem_definition,AlgorithmWiki row name: 5-point Gauss elimination,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-F1823feb96a,problem_definition,domain: unknown,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-Fd1ee5d790c,time_complexity,time complexity: O(n^4),AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-F84ffb4a880,space_complexity,space complexity: O(n^4),AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-F49f211d0ed,computation_model,computational model: Real RAM,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-Ffdb690ab26,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000594:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000594-F21663779a1,source_title,Implementing Gauss elimination,crossref_search:43531fb650b77104,MEDIUM,70,consistent,previous_source_record
AW-000594-Fcfd7136489,problem_definition,Crossref title-search result: Implementing Gauss elimination,crossref_search:43531fb650b77104,MEDIUM,70,consistent,previous_source_record
AW-000594-Fb0281abdb1,authoritative_source_link,https://doi.org/10.1145/382228.382445,crossref_search:43531fb650b77104,MEDIUM,70,consistent,previous_source_record
AW-000595-F792606e6ba,alias,5-point Gauss Seidel iteration,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000595-F340e2d4ee4,time_complexity,O(n^4 \log n),AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000595-Fb753def16c,space_complexity,O(n^2),AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000595-Fc845045fee,computation_model,Real RAM,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000595-F0211cfe68c,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000595:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000595-F3fb7410360,source_title,AlgorithmWiki metadata for 5-point Gauss Seidel iteration,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-Fd06d86f7ba,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point Gauss Seidel iteration,AW-000595:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000595-Fd4016d1adc,problem_definition,AlgorithmWiki row name: 5-point Gauss Seidel iteration,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-Fb56975effe,problem_definition,domain: unknown,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-F2bd2b981c5,time_complexity,time complexity: O(n^4 \log n),AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-F76ff2e03db,space_complexity,space complexity: O(n^2),AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-Fe275824dec,computation_model,computational model: Real RAM,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-F960e95465a,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000595:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000595-F4662798418,source_title,Gauss‐Seidel Iteration,crossref_search:872399ec85573d0b,MEDIUM,70,consistent,previous_source_record
AW-000595-F17b0453857,problem_definition,Crossref title-search result: Gauss‐Seidel Iteration,crossref_search:872399ec85573d0b,MEDIUM,70,consistent,previous_source_record
AW-000595-Fba51a0f071,authoritative_source_link,https://doi.org/10.1002/9781118445112.stat02249,crossref_search:872399ec85573d0b,MEDIUM,70,consistent,previous_source_record
AW-000596-F8b6145a8fb,alias,5-point SOR iteration,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000596-Fd2df2cd584,time_complexity,O(n^3 \log n),AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000596-Fa136058276,space_complexity,O(n^2),AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000596-F94a5b7af3e,computation_model,Real RAM,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000596-Fb668db7abc,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000596:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000596-Fa4f915f85c,source_title,AlgorithmWiki metadata for 5-point SOR iteration,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-Fdbc0126cc4,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point SOR iteration,AW-000596:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000596-F63897c2820,problem_definition,AlgorithmWiki row name: 5-point SOR iteration,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-F085d9e07fe,problem_definition,domain: unknown,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-Fd0af17de68,time_complexity,time complexity: O(n^3 \log n),AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-F42b7801e25,space_complexity,space complexity: O(n^2),AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-Fab9eec0ec4,computation_model,computational model: Real RAM,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-F5468f0c6be,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000596:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000596-F4690c7563f,source_title,Analysis of the SOR Iteration for the 9-Point Laplacian,crossref_search:1b3a2e22b7b754f6,MEDIUM,70,consistent,previous_source_record
AW-000596-Fb905af9739,problem_definition,Crossref title-search result: Analysis of the SOR Iteration for the 9-Point Laplacian,crossref_search:1b3a2e22b7b754f6,MEDIUM,70,consistent,previous_source_record
AW-000596-F9e0a679498,authoritative_source_link,https://doi.org/10.1137/0725066,crossref_search:1b3a2e22b7b754f6,MEDIUM,70,consistent,previous_source_record
AW-000596-F25a91f1297,source_title,Asynchronous Iterative Methods for Multiprocessors,openalex:ecde756447323fed,HIGH,85,consistent,openalex
AW-000596-Ff796a53599,problem_definition,OpenAlex title: Asynchronous Iterative Methods for Multiprocessors,openalex:ecde756447323fed,HIGH,85,consistent,openalex
AW-000596-F903bbecb0d,problem_definition,publication year: 1978,openalex:ecde756447323fed,HIGH,85,consistent,openalex
AW-000596-Fbd9c20550d,problem_definition,"abstract summary: measurements obtained by running various asynchronous iterations on a mulnprocessor, and the experimental results show clearly the advantage of purely, as~,nchronous lterattve methods KEY WORDS AND PHRASES asynchronous algorithms, asynchronous muhiprocessors, parallel algorithms, lteratwe methods, chaotic relaxation, analysis of algorithms CR CATE6ORIES 5 14, 5.15, 5 25 contracting operators (see, for example, [9, p.",openalex:ecde756447323fed,HIGH,85,consistent,openalex
AW-000596-Ff59c324576,authoritative_source_link,https://openalex.org/W1978564754,openalex:ecde756447323fed,HIGH,85,consistent,openalex
AW-000597-F25dbd542be,alias,5-point ADI iteration,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000597-F46f78b785e,time_complexity,O(n^2 \log^2 n),AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000597-F7ed5bcbcd2,space_complexity,O(n^2),AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000597-F5ec443d3c2,computation_model,Real RAM,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000597-F6b215c2fdd,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000597:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000597-Ff1a8171877,source_title,AlgorithmWiki metadata for 5-point ADI iteration,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-F4f19b48ff7,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point ADI iteration,AW-000597:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000597-F92a348a624,problem_definition,AlgorithmWiki row name: 5-point ADI iteration,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-F5bd084d51b,problem_definition,domain: unknown,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-F176edec680,time_complexity,time complexity: O(n^2 \log^2 n),AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-Fd5a84db343,space_complexity,space complexity: O(n^2),AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-F9c79be8825,computation_model,computational model: Real RAM,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-Ffb326a7b43,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000597:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000597-F55b38d0b28,source_title,Numerical stability of a cyclic adi iteration,crossref_search:9bafbb7a3f8d0612,MEDIUM,70,consistent,previous_source_record
AW-000597-F5b47d0a4d2,problem_definition,Crossref title-search result: Numerical stability of a cyclic adi iteration,crossref_search:9bafbb7a3f8d0612,MEDIUM,70,consistent,previous_source_record
AW-000597-F68d2a0c162,authoritative_source_link,https://doi.org/10.1080/00207169008803868,crossref_search:9bafbb7a3f8d0612,MEDIUM,70,consistent,previous_source_record
AW-000598-F460e57d41a,alias,9-point SOR iteration,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000598-Fd90086beb1,time_complexity,O(n^3),AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000598-F5131408799,space_complexity,O(n^2),AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000598-Fd6f62ce534,computation_model,Real RAM,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000598-F2ed72b5880,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000598:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000598-Fb30a663040,source_title,AlgorithmWiki metadata for 9-point SOR iteration,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-Fe6e0a828a1,problem_definition,Source title indicates: AlgorithmWiki metadata for 9-point SOR iteration,AW-000598:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000598-Fdbe1c7748d,problem_definition,AlgorithmWiki row name: 9-point SOR iteration,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-F82bf712a50,problem_definition,domain: unknown,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-Fb922c36d61,time_complexity,time complexity: O(n^3),AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-Fcf4a87c1a1,space_complexity,space complexity: O(n^2),AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-Ffa11fff631,computation_model,computational model: Real RAM,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-Fb46d49923b,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000598:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000598-F7d83d3b0d2,source_title,Analysis of the SOR Iteration for the 9-Point Laplacian,crossref_search:fbaa01db270fefd0,MEDIUM,70,consistent,previous_source_record
AW-000598-F328c3254d8,problem_definition,Crossref title-search result: Analysis of the SOR Iteration for the 9-Point Laplacian,crossref_search:fbaa01db270fefd0,MEDIUM,70,consistent,previous_source_record
AW-000598-F62aaeaf3c7,authoritative_source_link,https://doi.org/10.1137/0725066,crossref_search:fbaa01db270fefd0,MEDIUM,70,consistent,previous_source_record
AW-000598-F05032db100,problem_definition,OpenAlex title: Analysis of the SOR Iteration for the 9-Point Laplacian,openalex:77ca7bb4d7b14aac,HIGH,85,consistent,openalex
AW-000598-Fa9f4e13964,problem_definition,publication year: 1988,openalex:77ca7bb4d7b14aac,HIGH,85,consistent,openalex
AW-000598-F263ec88086,problem_definition,abstract summary: The SOR iteration for solving linear systems of equations depends upon an overrelaxation factor $\omega $.,openalex:77ca7bb4d7b14aac,HIGH,85,consistent,openalex
AW-000598-F141c19d003,authoritative_source_link,https://openalex.org/W2025208536,openalex:77ca7bb4d7b14aac,HIGH,85,consistent,openalex
AW-000599-F2be3abb068,alias,9-point Tensor product,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000599-F1b8d258dee,time_complexity,O(n^3),AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000599-F7bf53adcb3,space_complexity,O(n^2),AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000599-Fda56c7b59f,computation_model,Real RAM,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000599-F1b632c71d0,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000599:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000599-Ff07abfbcfc,authoritative_source_link,https://epubs.siam.org/doi/pdf/10.1137/0113067,AW-000599:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000599-F66b4edb852,source_title,AlgorithmWiki metadata for 9-point Tensor product,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-F6f87b2bf21,problem_definition,Source title indicates: AlgorithmWiki metadata for 9-point Tensor product,AW-000599:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000599-Fef1dfe3fbd,problem_definition,AlgorithmWiki row name: 9-point Tensor product,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-F68bbc769f5,problem_definition,domain: unknown,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-Ff2e69e3b06,time_complexity,time complexity: O(n^3),AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-Fbc36fad075,space_complexity,space complexity: O(n^2),AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-Fa100980c14,computation_model,computational model: Real RAM,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-F205a0e4b78,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000599:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000599-F58466443ee,source_title,Tensor Product Analysis of Alternating Direction Implicit Methods,crossref:9de8b84e47aae2a3,HIGH,85,consistent,previous_source_record
AW-000599-Fe3a2792714,problem_definition,DOI title: Tensor Product Analysis of Alternating Direction Implicit Methods,crossref:9de8b84e47aae2a3,HIGH,85,consistent,previous_source_record
AW-000599-F919c44455e,problem_definition,published year: 1965,crossref:9de8b84e47aae2a3,HIGH,85,consistent,previous_source_record
AW-000599-F03564e620b,problem_definition,container title: Journal of the Society for Industrial and Applied Mathematics,crossref:9de8b84e47aae2a3,HIGH,85,consistent,previous_source_record
AW-000599-F23bd519f71,authoritative_source_link,https://doi.org/10.1137/0113067,crossref:9de8b84e47aae2a3,HIGH,85,consistent,previous_source_record
AW-000599-F5f64eb8cd7,problem_definition,Crossref title-search result: Tensor Product Analysis of Alternating Direction Implicit Methods,crossref_search:0b893ac69345ca3e,MEDIUM,70,consistent,previous_source_record
AW-000599-F25182762c2,problem_definition,OpenAlex title: Tensor Product Analysis of Alternating Direction Implicit Methods,openalex:9719941349296214,HIGH,85,consistent,openalex
AW-000599-Fce5f3da32f,problem_definition,publication year: 1965,openalex:9719941349296214,HIGH,85,consistent,openalex
AW-000599-F7c81085fe3,problem_definition,abstract summary: Previous article Next article Tensor Product Analysis of Alternating Direction Implicit MethodsRobert E.,openalex:9719941349296214,HIGH,85,consistent,openalex
AW-000599-F9c9ffd2abd,authoritative_source_link,https://openalex.org/W1996709692,openalex:9719941349296214,HIGH,85,consistent,openalex
AW-000600-F194086e608,alias,9-point ADI iteration,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000600-F7f849ce094,time_complexity,O(n^2 \log n),AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000600-F23c95c68a7,space_complexity,O(n^2),AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000600-Fed937c6555,computation_model,Real RAM,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000600-Fe6e7ac6e5b,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000600:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000600-F43f36a9faa,source_title,AlgorithmWiki metadata for 9-point ADI iteration,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-Fd4a6c62e28,problem_definition,Source title indicates: AlgorithmWiki metadata for 9-point ADI iteration,AW-000600:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000600-Fd0ff6c789a,problem_definition,AlgorithmWiki row name: 9-point ADI iteration,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-F0f89245ffa,problem_definition,domain: unknown,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-F61fc1afb27,time_complexity,time complexity: O(n^2 \log n),AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-F9d81348c1b,space_complexity,space complexity: O(n^2),AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-F977e626b40,computation_model,computational model: Real RAM,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-F780be4f32f,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000600:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000600-Fe48d0827b4,source_title,Numerical stability of a cyclic adi iteration,crossref_search:2b14f4e4ae3864c9,MEDIUM,70,consistent,previous_source_record
AW-000600-F2749991f82,problem_definition,Crossref title-search result: Numerical stability of a cyclic adi iteration,crossref_search:2b14f4e4ae3864c9,MEDIUM,70,consistent,previous_source_record
AW-000600-F6a785382aa,authoritative_source_link,https://doi.org/10.1080/00207169008803868,crossref_search:2b14f4e4ae3864c9,MEDIUM,70,consistent,previous_source_record
AW-000601-F32add20933,alias,5-point FFT,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000601-Ff6d3b903ad,time_complexity,O(n^2 \log n),AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000601-Fbc1e0d63c5,space_complexity,O(n^2),AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000601-Fa87044abfb,computation_model,Real RAM,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000601-Ff7e5af07d7,input_semantics,Parameter definitions: n: dimension of grid (where grid is discretized),AW-000601:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000601-F91343fb884,source_title,AlgorithmWiki metadata for 5-point FFT,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F0efb23e847,problem_definition,Source title indicates: AlgorithmWiki metadata for 5-point FFT,AW-000601:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000601-F79271bd2ca,problem_definition,AlgorithmWiki row name: 5-point FFT,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F83cecc7bed,problem_definition,domain: unknown,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F8d8bff434d,time_complexity,time complexity: O(n^2 \log n),AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F002b6d409f,space_complexity,space complexity: O(n^2),AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-Fd73b92f5fd,computation_model,computational model: Real RAM,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F99cbedb15b,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000601:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000601-F0b2fea1ab4,source_title,8 Point DIT-FFT Algorithm Using Verilog,crossref_search:2d7daf81eb0133fe,MEDIUM,70,consistent,previous_source_record
AW-000601-F253cbfe14e,problem_definition,Source title indicates: 8 Point DIT-FFT Algorithm Using Verilog,crossref_search:2d7daf81eb0133fe,MEDIUM,70,weak,previous_source_record
AW-000601-Fd536786c60,problem_definition,Crossref title-search result: 8 Point DIT-FFT Algorithm Using Verilog,crossref_search:2d7daf81eb0133fe,MEDIUM,70,consistent,previous_source_record
AW-000601-F5b85ccb0ea,problem_definition,"abstract summary: The importance of Digital Signal method (DSP) algorithms has increased drastically in recent times, the two very important techniques of DSP unit the Distinct Fourier rework (DFT) and thus the fast Fourier rework (FFT).",crossref_search:2d7daf81eb0133fe,MEDIUM,70,consistent,previous_source_record
AW-000601-Ff9af823a69,authoritative_source_link,https://doi.org/10.46610/josh.2021.v06i02.002,crossref_search:2d7daf81eb0133fe,MEDIUM,70,consistent,previous_source_record
AW-000602-F64b56a7fe0,alias,5-point FFT,AW-000602:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
