algorithm_id,algorithm_name,saturation_status,cycles_completed,source_families_covered,new_fact_count,review_reasons,next_manual_action
AW-000633,Schlimmer,AMBIGUOUS_AUTHOR_TITLE_FRAGMENT,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",Manual curator should identify the exact paper title before any card conversion.
AW-000634,Liu,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000635,Tradu Mirc,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000636,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000637,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000638,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000639,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000640,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000641,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000642,Xu Renio,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000643,Räihä Manilla,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000644,Catriel Beeri Ronald Fagin John H. Howard,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,20,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000645,FCFS,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000648,LOOK,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000650,C-LOOK,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000665,A-Priori algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,27,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000666,The Algorithm of Park Chen and Yu (PCY),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000667,The Multistage Algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,33,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000670,Discrete Cosine Transform,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000672,Ciliberti Mézard,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000674,Matsunaga Yamamoto,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000676,Miyake 2006,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,21,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000678,Jalali and T. Weissman,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000679,Jalali A. Montanari and T. Weissman,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,23,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000685,Manlove Malley,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000686,Unsworth C. Prosser P,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,31,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000688,Patrick Posser,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000689,S. S. TSENG and R. C. T. LEE,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000714,Demand-Driven Register Allocation,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000723,BST Algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000735,FLOATER 1997,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,13,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000742,HORMANN K. GREINER G 1999,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000745,ZAYER R. LÉVY B. SEIDEL H.-P. 2007,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,20,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000747,YAN J. Q. YANG X. SHI P. F 2006,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,11,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000752,BEN-CHEN M. GOTSMAN C. BUNIN G. 2008,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000754,Expectation-Maximization (EM) algorithm,BLOCKED_BY_PAYWALL_OR_MISSING_SOURCE,2,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata,31,"Source-saturation pass found enough task, input, output, and access semantics for a context card.; public_leakage_term_in_name_or_statement",Audit recovered card before any optional live analyze run.
AW-000756,Parameter-expanded expectation maximization (PX-EM),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,23,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000757,Expectation conditional maximization (ECM),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,25,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000758,Expectation conditional maximization either (ECME) (Liu Chuanhai Rubin Donald B),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,22,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000759,α-EM Algorithm,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000760,Shaban Amirreza Mehrdad Farajtabar,AMBIGUOUS_AUTHOR_TITLE_FRAGMENT,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",Manual curator should identify the exact paper title before any card conversion.
AW-000777,"Vazirani (ILP, chapters 13-15)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000778,"Vazirani (ILP, chapters 13-15)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000785,The PAGERANK Algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,31,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000787,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,27,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000789,PHITS Coheng Chan,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000790,Haveliwala,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000791,Jeh and Widom,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000792,Richardson and Domingos,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000793,Tomlin,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000794,Achlioptas,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000796,Chubby (Mike Burrows),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,21,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000797,Tushar Deepak Chandra and Sam Toueg,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000799,Branch and bound,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000824,Baby-step Giant-step,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,25,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000826,Number Field Sieve (NFS),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000827,Pohlig-Hellman,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000828,Pollard's rho algorithm,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,21,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000829,Pollard's kangaroo algorithm,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000846,Iteration based,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000861,Blakley's scheme,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000863,Regula Falsi method,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,22,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
