algorithm_id,algorithm_name,source_id,source_family,url,title,access_status,reliability,digest
AW-000395,Maximum a Posteriori Occupancy Mapping,crossref_search:97de47458f2c20a9,doi_metadata,https://doi.org/10.1007/978-0-387-73003-5_599,Maximum A-Posteriori Estimation,fetched,MEDIUM,302b8676173ddc0c
AW-000397,srba,skipped:def5658919c04ed0,original_source,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,public PDF body was not downloaded,skipped,LOW,c8ad20d300839e4f
AW-000397,srba,crossref_search:c1044b94394b998f,doi_metadata,https://doi.org/10.22182/ni.4022021.6,DOBROVOLjNA ASIMILACIJA SRBA ?,fetched,MEDIUM,c0a61f7028f804e3
AW-000397,srba,openalex:25d66ad3d8ad8426,openalex,https://openalex.org/W2071848825,ChIP-seq and In Vivo Transcriptome Analyses of the Aspergillus fumigatus SREBP SrbA Reveals a New Regulator of the Fungal Hypoxia Response and Virulence,fetched,HIGH,1ca564423f13dc19
AW-000417,Schöning,crossref_search:d7cc84fd966cb84f,doi_metadata,https://doi.org/10.1093/benz/9780199773787.article.b00164748,"Schöning, Franz",fetched,MEDIUM,4d895945365cda7e
AW-000418,Hirsch,source:d09889d36f2c8c9f,publisher_abstract,https://dl.acm.org/doi/10.5555/314613.314838,Two new upper bounds for SAT | Proceedings of the ninth annual ACM-SIAM symposium on Discrete algorithms,fetched,HIGH,3b04f29044c8c9d8
AW-000419,Johnson,crossref_search:3013b18f4387bbe1,doi_metadata,https://doi.org/10.1002/div.5209,Johnson &amp; Johnson,fetched,MEDIUM,b9149d013417d47c
AW-000419,Johnson,openalex:ab4aaf63bfe40e1f,openalex,https://openalex.org/W2049902892,A marker for Stevens–Johnson syndrome,fetched,HIGH,092ea120ef039f6f
AW-000419,Johnson,semantic_scholar:c71ef3865633ee4d,semantic_scholar,https://www.semanticscholar.org/paper/08421c787d9a9e2d9f5ba4bda1bfc9866fa4b04f,Johnson: computers and intractability: a guide to the theory of np- completeness (freeman,fetched,MEDIUM,03cfe9d9f2deca55
AW-000420,Alon and Kahale,skipped:aa40bb76dc78aebb,original_source,http://www.cs.tau.ac.il/~nogaa/PDFS/spectcolpr1.pdf,public PDF body was not downloaded,skipped,LOW,ecbbcc8a52b8fd90
AW-000420,Alon and Kahale,crossref_search:44f9e0072d02f69e,doi_metadata,https://doi.org/10.46298/dmtcs.3546,Message passing for the coloring problem: Gallager meets Alon and Kahale,fetched,MEDIUM,37c30b758dcd0ebc
AW-000420,Alon and Kahale,openalex:9ef97fe94104ae47,openalex,https://openalex.org/W2963644456,Message passing for the coloring problem: Gallager meets Alon and Kahale,fetched,HIGH,38f87df587f11888
AW-000420,Alon and Kahale,semantic_scholar:16cb2e024bbbfc5b,semantic_scholar,https://www.semanticscholar.org/paper/43116e28b5da5a507ceac431f46d0e13b928b3eb,Message passing for the coloring problem: Gallager meets Alon and Kahale,fetched,MEDIUM,701467dbd09c0857
AW-000423,General number field sieve,skipped:10ea166cf76abdad,original_source,http://www.ams.org/notices/199612/pomerance.pdf,public PDF body was not downloaded,skipped,LOW,8bde926caa5cf900
AW-000423,General number field sieve,crossref_search:05f1c2c5c99935df,doi_metadata,https://doi.org/10.1007/bfb0091541,A general number field sieve implementation,fetched,MEDIUM,4237ca82a1d0772c
AW-000423,General number field sieve,openalex:6223b6b6bb343d86,openalex,https://openalex.org/W2119819322,A general number field sieve implementation,fetched,HIGH,4606bcf2a9cb649d
AW-000437,Nested loop join,crossref_search:29a41c1360811880,doi_metadata,https://doi.org/10.1007/978-1-4899-7993-3_868-2,Nested Loop Join,fetched,MEDIUM,f9c9b1ff06fea005
AW-000437,Nested loop join,openalex:0de6f1aeae0e5fe0,openalex,https://openalex.org/W2129281431,Efficient algorithms for mining outliers from large data sets,fetched,HIGH,43c8a2c99e7125e5
AW-000437,Nested loop join,wikidata:620eb091bca6a130,wikidata,http://www.wikidata.org/entity/Q4060687,nested loop join,fetched,MEDIUM,1c5dd96b3e800aff
AW-000439,Hash join,crossref_search:a2e8149e38dae03a,doi_metadata,https://doi.org/10.1007/978-0-387-39940-9_869,Hash Join,fetched,MEDIUM,90d29e6d15227dce
AW-000439,Hash join,openalex:caae5a480dcb560c,openalex,https://openalex.org/W2067082782,Spatial hash-joins,fetched,HIGH,2f6a421ec00ce260
AW-000439,Hash join,semantic_scholar:fa4918e955822367,semantic_scholar,https://www.semanticscholar.org/paper/1d5a67938c29f612d38bf29df24d6bf4178c0f49,Towards a Memory-Adaptive Hybrid Hash Join Design,fetched,MEDIUM,b4c35df1ef94aa63
AW-000439,Hash join,wikidata:d61db5b06f63ab37,wikidata,http://www.wikidata.org/entity/Q4060691,hash join,fetched,MEDIUM,6c4156ab8267c429
AW-000462,Sattolo's algorithm,crossref_search:e952d518e3da2d44,doi_metadata,https://doi.org/10.46729/ijstm.v4i2.759,Learn Muay Thai Basic Movement in Virtual Reality and Sattolo Shuffle Algorithm,fetched,MEDIUM,2927e05a11d1730f
AW-000462,Sattolo's algorithm,openalex:052e4bbf9368d295,openalex,https://openalex.org/W2034868258,Mixed distributions in Sattolo's algorithm for cyclic permutations via randomization and derandomization,fetched,HIGH,f07891ff9536a91b
AW-000463,Buchberger's algorithm,openalex:dbc85c049d3e5e00,openalex,https://openalex.org/W2018615018,A theoretical basis for the reduction of polynomials to canonical forms,fetched,HIGH,09c4db578dffe36b
AW-000463,Buchberger's algorithm,wikidata:375a7251a5981440,wikidata,http://www.wikidata.org/entity/Q997962,Buchberger's algorithm,fetched,MEDIUM,07405f424172b325
AW-000468,Steinhaus–Johnson–Trotter algorithm,crossref_search:179932074dfbc1e6,doi_metadata,https://doi.org/10.1017/cbo9780511763199.030,The Johnson–Trotter algorithm,fetched,MEDIUM,a124fdc0475df4a0
AW-000468,Steinhaus–Johnson–Trotter algorithm,openalex:cc86b409c13d0bdf,openalex,https://openalex.org/W2914777800,Steinhaus-Johnson-Trotter Algorithm,fetched,HIGH,380ab0880b0174ac
AW-000468,Steinhaus–Johnson–Trotter algorithm,wikidata:35ef24601827333a,wikidata,http://www.wikidata.org/entity/Q4925248,Steinhaus–Johnson–Trotter algorithm,fetched,MEDIUM,25560e347cdad8a9
AW-000469,Tompkins–Paige algorithm,crossref_search:e2e079768c4155d6,doi_metadata,https://doi.org/10.1155/2009/762652,Chaotic Image Encryption Design Using Tompkins‐Paige Algorithm,fetched,MEDIUM,0def77b6c2ef0447
AW-000469,Tompkins–Paige algorithm,openalex:d037acc999c6e98e,openalex,https://openalex.org/W2049395637,Chaotic Image Encryption Design Using Tompkins‐Paige Algorithm,fetched,HIGH,4087fb4a25c63ed7
AW-000477,Levcopoulos Lingas Sack,crossref_search:d4784699654137f1,doi_metadata,https://doi.org/10.1007/978-3-540-29925-7_9831,(26210) Lingas,fetched,MEDIUM,809991f1c11422f7
AW-000486,Naive algorithm,crossref_search:42b001a7bb3db940,doi_metadata,https://doi.org/10.1007/978-3-319-21936-3_15,The “Naive” RSA Algorithm,fetched,MEDIUM,0c19903d44277128
AW-000487,Cooley–Tukey algorithm,skipped:86800b65d514ba87,original_source,https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf,public PDF body was not downloaded,skipped,LOW,68ee722457d43c3b
AW-000487,Cooley–Tukey algorithm,crossref_search:aefbf295a322bc35,doi_metadata,https://doi.org/10.1016/b978-0-12-085150-8.50022-x,The Cooley–Tukey Algorithm,fetched,MEDIUM,6f9b9b74e5ddd390
AW-000487,Cooley–Tukey algorithm,openalex:dc707be619c6c257,openalex,https://openalex.org/W1981511223,A unified treatment of Cooley-Tukey algorithms for the evaluation of the multidimensional DFT,fetched,HIGH,2a45204483bd96da
AW-000488,Rader–Brenner algorithm,crossref_search:6b9e78fd3b494014,doi_metadata,https://doi.org/10.1109/tcsii.2011.2158714,Rader–Brenner Algorithm for Computing New Mersenne Number Transform,fetched,MEDIUM,943b451fad0b3984
AW-000488,Rader–Brenner algorithm,openalex:141aaf9e39e4e61c,openalex,https://openalex.org/W2103789071,Rader–Brenner Algorithm for Computing New Mersenne Number Transform,fetched,HIGH,3e5cca25d1d80bb7
AW-000489,Bruun's FFT algorithm,crossref_search:9971ca10b2d385ec,doi_metadata,https://doi.org/10.1109/29.45572,New FFT structures based on the Bruun algorithm,fetched,MEDIUM,7637f5c94b81f8f5
AW-000489,Bruun's FFT algorithm,openalex:b533a5d6cb7b8560,openalex,https://openalex.org/W2116670578,An efficient FFT algorithm for real-symmetric data,fetched,HIGH,94882107a228c9df
AW-000495,Wang-Zhu-Cantor additive FFT,crossref_search:b687d1fc6cabd838,doi_metadata,https://doi.org/10.1515/9780822396840-012,"Three Interviews: Wang Anyi, Zhu Lin, Dai Ding",fetched,MEDIUM,2e35af2c8cab5e7d
AW-000495,Wang-Zhu-Cantor additive FFT,openalex:3cef7c4aea68c305,openalex,https://openalex.org/W2136570131,Additive Fast Fourier Transforms Over Finite Fields,fetched,HIGH,c4848f92d011fd06
AW-000496,Gao’s additive FFT,crossref_search:331739b5b41be10b,doi_metadata,https://doi.org/10.46586/tches.v2026.i2.520-544,Accelerating HQC with Additive FFT,fetched,MEDIUM,d0df0e90b48d530b
AW-000533,False position method,crossref_search:dc14e8a262a647e7,doi_metadata,https://doi.org/10.1016/s0079-8169(08)62689-6,3 Method of False Position (Réegula Falsi),fetched,MEDIUM,907c99ee8ea7c89c
AW-000533,False position method,openalex:8f7c163ba0e100f3,openalex,https://openalex.org/W2061408891,Modified Jiles–Atherton model and parameters identification using false position method,fetched,HIGH,6ed85d010c129c93
AW-000535,Secant method,crossref_search:770af8560bfbc2d1,doi_metadata,https://doi.org/10.1142/9789814405836_0004,Secant Method,fetched,MEDIUM,5e08d5c9c32e751e
AW-000535,Secant method,openalex:4e7657a3b7f34770,openalex,https://openalex.org/W2068484625,Numerical Methods for Unconstrained Optimization and Nonlinear Equations,fetched,HIGH,3d7a91f5cac761d7
AW-000535,Secant method,wikidata:97156a11e9b8fc5f,wikidata,http://www.wikidata.org/entity/Q14915286,secant method,fetched,MEDIUM,476cf5c1d42c6027
AW-000536,Ridder's method,source:c176e92541214afe,publisher_abstract,https://ieeexplore.ieee.org/document/1084580/,https://ieeexplore.ieee.org/document/1084580/,fetched,HIGH,684b40deddde96b3
AW-000536,Ridder's method,crossref_search:c7f5546120bfe613,doi_metadata,https://doi.org/10.1093/oed/9557680360,"ridder, v.¹",fetched,MEDIUM,edae17f6bae20801
AW-000537,Muller's method,crossref_search:df8eb956f6b6550b,doi_metadata,https://doi.org/10.1002/0471743984.vse9064,Sonn‐Muller Method,fetched,MEDIUM,050b144628899010
AW-000537,Muller's method,openalex:793d00f6ebb0aa73,openalex,https://openalex.org/W2145413386,Improved Pre-prepared Power Demand Table and Muller's Method to Solve the Profit Based Unit Commitment Problem,fetched,HIGH,24622e12801f637c
AW-000537,Muller's method,wikidata:1493644881cbbb5b,wikidata,http://www.wikidata.org/entity/Q2090477,Muller's method,fetched,MEDIUM,cfad1307c60c2485
AW-000538,Todd–Coxeter algorithm,crossref_search:b44875b287ed28ad,doi_metadata,https://doi.org/10.1007/978-94-017-1108-1_3,Generalisations of the Todd-Coxeter Algorithm,fetched,MEDIUM,efc8f25a57642806
AW-000538,Todd–Coxeter algorithm,openalex:0264294159869596,openalex,https://openalex.org/W1989878058,Implementation and analysis of the Todd-Coxeter algorithm,fetched,HIGH,9f99497b1495a101
AW-000538,Todd–Coxeter algorithm,wikidata:341f73663e6a014d,wikidata,http://www.wikidata.org/entity/Q690505,Todd–Coxeter algorithm,fetched,MEDIUM,c53e1d61a8dd1713
AW-000539,Haselgrove-Leech-Trotter (HLT) algorithm,crossref_search:847a463902e6ba19,doi_metadata,https://doi.org/10.1017/cbo9780511763199.030,The Johnson–Trotter algorithm,fetched,MEDIUM,2d0c428df0616184
AW-000539,Haselgrove-Leech-Trotter (HLT) algorithm,openalex:f95b3dbf5fe40d04,openalex,https://openalex.org/W4239081286,Implementation and Analysis of the Todd-Coxeter Algorithm,fetched,HIGH,63d3efa8b0a62109
AW-000541,Expectation–maximization (EM) algorithm,crossref_search:06cf0cc5bec69e2c,doi_metadata,https://doi.org/10.1201/9781003104315-9,Expectation–Maximization (EM) Algorithm,fetched,MEDIUM,816b80fbff381fe4
AW-000541,Expectation–maximization (EM) algorithm,openalex:8e5e5630f546ebc9,openalex,https://openalex.org/W2048869777,An expectation maximization (EM) algorithm for the identification and characterization of common sites in unaligned biopolymer sequences,fetched,HIGH,67787ae7bede4680
AW-000541,Expectation–maximization (EM) algorithm,semantic_scholar:3b8370d598d269b5,semantic_scholar,https://www.semanticscholar.org/paper/edeba543db37bc727bf3a693167e02c0b632bb1b,Expectation Maximization (EM) Algorithm,fetched,MEDIUM,d65142fbb1eee072
AW-000543,Parameter-expanded expectation maximization (PX-EM) algorithm,crossref_search:db576e61d2fa974b,doi_metadata,https://doi.org/10.1201/9781003104315-9,Expectation–Maximization (EM) Algorithm,fetched,MEDIUM,e8257a5e1bd6b54f
AW-000543,Parameter-expanded expectation maximization (PX-EM) algorithm,openalex:443eb4463b0357d7,openalex,https://openalex.org/W2098601118,Parameter Expansion for Data Augmentation,fetched,HIGH,666890de4111ac86
AW-000543,Parameter-expanded expectation maximization (PX-EM) algorithm,semantic_scholar:77386a58df9ed702,semantic_scholar,https://www.semanticscholar.org/paper/1609b14afa65b2658db679f1e7c64243018e70fa,Parameter Expanded Variational Bayesian Methods,fetched,MEDIUM,8641d78e277c9828
AW-000545,Generalized expectation maximization (GEM) algorithm,skipped:33f617020580b767,original_source,https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf,public PDF body was not downloaded,skipped,LOW,77dfc74c24f875aa
AW-000545,Generalized expectation maximization (GEM) algorithm,crossref_search:7942b1ba2c0fb34f,doi_metadata,https://doi.org/10.1109/78.324732,Space-alternating generalized expectation-maximization algorithm,fetched,MEDIUM,dcec614181abb2cb
AW-000545,Generalized expectation maximization (GEM) algorithm,openalex:4d14ecd26b80450d,openalex,https://openalex.org/W2008164950,A generalized EM algorithm for 3-D Bayesian reconstruction from Poisson data using Gibbs priors,fetched,HIGH,ade5740a7f52ab81
AW-000546,α-EM algorithm,openalex:0747cefbaef53de8,openalex,https://openalex.org/W2159139259,The α-EM algorithm: surrogate likelihood maximization using α-logarithmic information measures,fetched,HIGH,61375b2a70cda8a9
AW-000546,α-EM algorithm,semantic_scholar:4bdc9b0b7cbeab83,semantic_scholar,https://www.semanticscholar.org/paper/fea44ae90c43dd474ed966dfdc1b11b73f8ba6d7,The alpha-EM algorithm: surrogate likelihood maximization using alpha-logarithmic information measures,fetched,MEDIUM,c530bfa5379e655e
AW-000547,Naive solution,crossref_search:f710091fddac8ad2,doi_metadata,https://doi.org/10.1007/978-94-011-5788-9_2,Naive Realism and Naive Antirealism,fetched,MEDIUM,0dc69609a13b1f3f
AW-000547,Naive solution,openalex:61f19ff21de2e749,openalex,https://openalex.org/W2140336868,Tackling the poor assumptions of naive bayes text classifiers,fetched,HIGH,9df6c309e35a5a3d
AW-000548,Flajolet–Martin algorithm,skipped:3df690cffe0a0b28,original_source,http://algo.inria.fr/flajolet/Publications/src/FlMa85.pdf,public PDF body was not downloaded,skipped,LOW,d4a87623df9fe301
AW-000548,Flajolet–Martin algorithm,crossref_search:d14f699865e634f8,doi_metadata,https://doi.org/10.1007/springerreference_64947,Flajolet-Martin Algorithm,fetched,MEDIUM,9369654bd31ab3e6
AW-000548,Flajolet–Martin algorithm,openalex:5b82e5bcbaef2bdb,openalex,https://openalex.org/W2994409523,Decay centrality in social graphs and Flajolet-Martin algorithm adaptation for its computation,fetched,HIGH,d85635806c985f85
AW-000549,LogLog algorithm,skipped:22aa3f92fecebbf1,original_source,http://algo.inria.fr/flajolet/Publications/DuFl03-LNCS.pdf,public PDF body was not downloaded,skipped,LOW,5d8dab8181f4c3f8
AW-000549,LogLog algorithm,crossref_search:9ea6436d49941012,doi_metadata,https://doi.org/10.1109/bigcomp.2018.00034,Fine-Grained Probability Counting: Refined LogLog Algorithm,fetched,MEDIUM,133a1b07f1bc80cb
AW-000549,LogLog algorithm,openalex:6b027076ebd7ba77,openalex,https://openalex.org/W2099480861,Loglog Counting of Large Cardinalities,fetched,HIGH,e472617f3b2031a8
AW-000553,Chow's Algorithm,openalex:602cfd3a48bceabf,openalex,https://openalex.org/W1969000084,Register allocation by priority-based coloring,fetched,HIGH,4d3f38ec4127eab7
AW-000554,"Linear Scan, Poletto & Sarkar",skipped:a57dc2b5fbcbf553,original_source,http://web.cs.ucla.edu/~palsberg/course/cs132/linearscan.pdf,public PDF body was not downloaded,skipped,LOW,ff5c48e28d3bef68
AW-000554,"Linear Scan, Poletto & Sarkar",crossref_search:a5f9c17d4e4ea58e,doi_metadata,https://doi.org/10.36253/ifm-1213,Antonio Poletto (1931- 2025),fetched,MEDIUM,0ee354f83ce4576c
AW-000554,"Linear Scan, Poletto & Sarkar",openalex:fd6526fa60141108,openalex,https://openalex.org/W2140191557,Linear scan register allocation,fetched,HIGH,9a6d620d1164d48f
AW-000556,Kong and Wilken Algorithm,openalex:6f00da7de8933350,openalex,https://openalex.org/W2155316957,Precise register allocation for irregular architectures,fetched,HIGH,22d330b8be078c62
AW-000559,Naïve algorithm,crossref_search:b7d2b6c6a6cf7178,doi_metadata,https://doi.org/10.1016/j.knosys.2010.09.007,NB+: An improved Naïve Bayesian algorithm,fetched,MEDIUM,794e6abada21198b
AW-000559,Naïve algorithm,openalex:4a2abd9aa892c674,openalex,https://openalex.org/W2996283780,A novel selective naïve Bayes algorithm,fetched,HIGH,7f4785808364a16e
AW-000560,Two-pass algorithm,crossref_search:e4cd9421448d9ce9,doi_metadata,https://doi.org/10.1109/ipdpsw50202.2020.00074,Two-Pass Softmax Algorithm,fetched,MEDIUM,6f3fe45ef150c3dc
AW-000560,Two-pass algorithm,openalex:599b57df106d8fe7,openalex,https://openalex.org/W3003257820,SciPy 1.0: fundamental algorithms for scientific computing in Python,fetched,HIGH,6a65466fb17ff2d2
AW-000561,Welford's Online algorithm,skipped:34fa6dae3eb062e5,original_source,https://citeseerx.ist.psu.edu/pdf/946c0b839e5dcca3fcf5a39d07d9f6f7d67887e3,public PDF body was not downloaded,skipped,LOW,dd5233779a614346
AW-000561,Welford's Online algorithm,crossref_search:91f21a4e16ddb79a,doi_metadata,https://doi.org/10.1093/nq/s8-x.254.372b,Welford,fetched,MEDIUM,aeb6efdbdfa8bdf5
AW-000561,Welford's Online algorithm,openalex:c6c88cdd74856539,openalex,https://openalex.org/W3174932499,On the Improvement of the Isolation Forest Algorithm for Outlier Detection with Streaming Data,fetched,HIGH,38a1ac360bd7e2bd
AW-000562,Weighted incremental algorithm,openalex:1bb1093729ee8811,openalex,https://openalex.org/W2088214068,Updating mean and variance estimates,fetched,HIGH,d337347e3c8d06f5
AW-000593,5-point star Cramer's rule,crossref_search:b39911fd89a81ad9,doi_metadata,https://doi.org/10.1007/978-1-4939-7131-2_100219,Cramer Rule,fetched,MEDIUM,371d8a213d9f7701
AW-000594,5-point Gauss elimination,crossref_search:99efd6444075bfec,doi_metadata,https://doi.org/10.1145/382228.382445,Implementing Gauss elimination,fetched,MEDIUM,2fc7aa3af5d8ed8e
AW-000594,5-point Gauss elimination,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000595,5-point Gauss Seidel iteration,crossref_search:5363b5008ef1bced,doi_metadata,https://doi.org/10.1002/9781118445112.stat02249,Gauss‐Seidel Iteration,fetched,MEDIUM,ffbc662b20a5bcc1
AW-000595,5-point Gauss Seidel iteration,openalex:b74d729f5dea6b18,openalex,https://openalex.org/W1556027180,Discrete iterations: A metric study,fetched,HIGH,4a87da61c5ecf621
AW-000596,5-point SOR iteration,crossref_search:278ff51fbf4c0c1f,doi_metadata,https://doi.org/10.1137/0725066,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,MEDIUM,da28505c86bbdd89
AW-000596,5-point SOR iteration,openalex:ecde756447323fed,openalex,https://openalex.org/W1978564754,Asynchronous Iterative Methods for Multiprocessors,fetched,HIGH,af40ad683265e794
AW-000597,5-point ADI iteration,crossref_search:96da4da41fcbc76a,doi_metadata,https://doi.org/10.1080/00207169008803868,Numerical stability of a cyclic adi iteration,fetched,MEDIUM,e151695eedd3ceb7
AW-000597,5-point ADI iteration,openalex:dc9d34f3029b1e62,openalex,https://openalex.org/W2095036901,The Numerical Solution of Parabolic and Elliptic Differential Equations,fetched,HIGH,c3e1aa49fe18e5a0
AW-000598,9-point SOR iteration,crossref_search:99f1aa5280cf9775,doi_metadata,https://doi.org/10.1137/0725066,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,MEDIUM,d045fa502490e173
AW-000598,9-point SOR iteration,openalex:77ca7bb4d7b14aac,openalex,https://openalex.org/W2025208536,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,HIGH,e3be3e244dd980cd
AW-000599,9-point Tensor product,skipped:d444d5d7ba004efe,original_source,https://epubs.siam.org/doi/pdf/10.1137/0113067,public PDF body was not downloaded,skipped,LOW,724a2bfdd0efe05e
AW-000599,9-point Tensor product,openalex:9719941349296214,openalex,https://openalex.org/W1996709692,Tensor Product Analysis of Alternating Direction Implicit Methods,fetched,HIGH,25e32ecf6cf908a1
AW-000600,9-point ADI iteration,crossref_search:4c79de137ccedba3,doi_metadata,https://doi.org/10.1080/00207169008803868,Numerical stability of a cyclic adi iteration,fetched,MEDIUM,89af39e54aeb8656
AW-000600,9-point ADI iteration,openalex:dc9d34f3029b1e62,openalex,https://openalex.org/W2095036901,The Numerical Solution of Parabolic and Elliptic Differential Equations,fetched,HIGH,c3e1aa49fe18e5a0
AW-000601,5-point FFT,crossref_search:f0cd3646861de619,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,32fe7741b4d91e65
AW-000601,5-point FFT,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000602,5-point FFT,crossref_search:f0cd3646861de619,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,32fe7741b4d91e65
AW-000602,5-point FFT,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000603,5-point FFT,crossref_search:f0cd3646861de619,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,32fe7741b4d91e65
AW-000603,5-point FFT,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000604,5-point FFT,crossref_search:f0cd3646861de619,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,32fe7741b4d91e65
AW-000604,5-point FFT,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000605,5-point star Cramer's rule,crossref_search:b39911fd89a81ad9,doi_metadata,https://doi.org/10.1007/978-1-4939-7131-2_100219,Cramer Rule,fetched,MEDIUM,371d8a213d9f7701
AW-000606,5-point Gauss elimination,crossref_search:99efd6444075bfec,doi_metadata,https://doi.org/10.1145/382228.382445,Implementing Gauss elimination,fetched,MEDIUM,2fc7aa3af5d8ed8e
AW-000606,5-point Gauss elimination,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000607,5-point Gauss Seidel iteration,crossref_search:5363b5008ef1bced,doi_metadata,https://doi.org/10.1002/9781118445112.stat02249,Gauss‐Seidel Iteration,fetched,MEDIUM,ffbc662b20a5bcc1
AW-000607,5-point Gauss Seidel iteration,openalex:b74d729f5dea6b18,openalex,https://openalex.org/W1556027180,Discrete iterations: A metric study,fetched,HIGH,4a87da61c5ecf621
AW-000608,5-point SOR iteration,crossref_search:278ff51fbf4c0c1f,doi_metadata,https://doi.org/10.1137/0725066,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,MEDIUM,da28505c86bbdd89
AW-000608,5-point SOR iteration,openalex:ecde756447323fed,openalex,https://openalex.org/W1978564754,Asynchronous Iterative Methods for Multiprocessors,fetched,HIGH,af40ad683265e794
AW-000609,5-point ADI iteration,crossref_search:96da4da41fcbc76a,doi_metadata,https://doi.org/10.1080/00207169008803868,Numerical stability of a cyclic adi iteration,fetched,MEDIUM,e151695eedd3ceb7
AW-000609,5-point ADI iteration,openalex:dc9d34f3029b1e62,openalex,https://openalex.org/W2095036901,The Numerical Solution of Parabolic and Elliptic Differential Equations,fetched,HIGH,c3e1aa49fe18e5a0
AW-000610,9-point SOR iteration,crossref_search:99f1aa5280cf9775,doi_metadata,https://doi.org/10.1137/0725066,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,MEDIUM,d045fa502490e173
AW-000610,9-point SOR iteration,openalex:77ca7bb4d7b14aac,openalex,https://openalex.org/W2025208536,Analysis of the SOR Iteration for the 9-Point Laplacian,fetched,HIGH,e3be3e244dd980cd
AW-000611,9-point Tensor product,skipped:d444d5d7ba004efe,original_source,https://epubs.siam.org/doi/pdf/10.1137/0113067,public PDF body was not downloaded,skipped,LOW,724a2bfdd0efe05e
AW-000611,9-point Tensor product,openalex:9719941349296214,openalex,https://openalex.org/W1996709692,Tensor Product Analysis of Alternating Direction Implicit Methods,fetched,HIGH,25e32ecf6cf908a1
AW-000612,9-point ADI iteration,crossref_search:4c79de137ccedba3,doi_metadata,https://doi.org/10.1080/00207169008803868,Numerical stability of a cyclic adi iteration,fetched,MEDIUM,89af39e54aeb8656
AW-000612,9-point ADI iteration,openalex:dc9d34f3029b1e62,openalex,https://openalex.org/W2095036901,The Numerical Solution of Parabolic and Elliptic Differential Equations,fetched,HIGH,c3e1aa49fe18e5a0
AW-000613,5-point FFT,crossref_search:f0cd3646861de619,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,32fe7741b4d91e65
AW-000613,5-point FFT,openalex:c633e4a555386bfa,openalex,https://openalex.org/W2159211495,<i>REFMAC</i>5 for the refinement of macromolecular crystal structures,fetched,HIGH,6f985183bf48e76e
AW-000614,9-point ADI iteration + smooth guess,crossref_search:9ae7f2d2e2d34277,doi_metadata,https://doi.org/10.1080/00207169008803868,Numerical stability of a cyclic adi iteration,fetched,MEDIUM,8472f967033f65d5
AW-000614,9-point ADI iteration + smooth guess,openalex:c1c2547eb6704876,openalex,https://openalex.org/W563958770,Guessing human-chosen secrets,fetched,HIGH,3ef6b0792f5705e1
AW-000615,5-point cyclic reduction,crossref_search:1686cc216934ae88,doi_metadata,https://doi.org/10.1016/b978-0-12-800631-3.50030-7,Cyclic Point Types,fetched,MEDIUM,c2993e55769bd50a
AW-000615,5-point cyclic reduction,openalex:7765388e1f2d6d20,openalex,https://openalex.org/W2766085136,A Practical Beginner’s Guide to Cyclic Voltammetry,fetched,HIGH,8b5cfa64b9934c65
AW-000616,9-point FFT,crossref_search:13dddf7969841bce,doi_metadata,https://doi.org/10.7763/lnse.2014.v2.131,Programmable N-Point FFT Design,fetched,MEDIUM,acbce1ed4ff91596
