algorithm_id,algorithm_name,saturation_status,cycles_completed,source_families_covered_count,new_fact_count,source_count,final_reason,certificate_path
AW-000593,5-point star Cramer's rule,RECOVERED_CONTEXT_AND_PROBE,1,6,16,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000593.saturation.yaml
AW-000594,5-point Gauss elimination,RECOVERED_CONTEXT_AND_PROBE,2,11,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000594.saturation.yaml
AW-000595,5-point Gauss Seidel iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000595.saturation.yaml
AW-000596,5-point SOR iteration,SATURATED_NO_RECOVERY,4,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000596.saturation.yaml
AW-000597,5-point ADI iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000597.saturation.yaml
AW-000598,9-point SOR iteration,SATURATED_NO_RECOVERY,4,17,20,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000598.saturation.yaml
AW-000599,9-point Tensor product,SATURATED_NO_RECOVERY,4,17,24,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000599.saturation.yaml
AW-000600,9-point ADI iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000600.saturation.yaml
AW-000601,5-point FFT,RECOVERED_CONTEXT_AND_PROBE,2,11,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000601.saturation.yaml
AW-000602,5-point FFT,RECOVERED_CONTEXT_AND_PROBE,2,11,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000602.saturation.yaml
AW-000603,5-point FFT,RECOVERED_CONTEXT_AND_PROBE,2,11,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000603.saturation.yaml
AW-000604,5-point FFT,RECOVERED_CONTEXT_AND_PROBE,2,11,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000604.saturation.yaml
AW-000605,5-point star Cramer's rule,RECOVERED_CONTEXT_AND_PROBE,1,6,16,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000605.saturation.yaml
AW-000606,5-point Gauss elimination,RECOVERED_CONTEXT_AND_PROBE,2,11,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000606.saturation.yaml
AW-000607,5-point Gauss Seidel iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000607.saturation.yaml
AW-000608,5-point SOR iteration,SATURATED_NO_RECOVERY,4,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000608.saturation.yaml
AW-000609,5-point ADI iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000609.saturation.yaml
AW-000610,9-point SOR iteration,SATURATED_NO_RECOVERY,4,17,20,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000610.saturation.yaml
AW-000611,9-point Tensor product,SATURATED_NO_RECOVERY,4,17,24,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000611.saturation.yaml
AW-000612,9-point ADI iteration,SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000612.saturation.yaml
AW-000613,5-point FFT,RECOVERED_CONTEXT_AND_PROBE,2,11,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000613.saturation.yaml
AW-000614,9-point ADI iteration + smooth guess,SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000614.saturation.yaml
AW-000615,5-point cyclic reduction,SATURATED_NO_RECOVERY,4,17,22,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000615.saturation.yaml
AW-000616,9-point FFT,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000616.saturation.yaml
AW-000631,Naive algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,20,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000631.saturation.yaml
AW-000632,Brute force algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,30,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000632.saturation.yaml
AW-000633,Schlimmer,AMBIGUOUS_AUTHOR_TITLE_FRAGMENT,3,17,19,0,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000633.saturation.yaml
AW-000634,Liu,SATURATED_NO_RECOVERY,4,17,28,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000634.saturation.yaml
AW-000635,Tradu Mirc,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000635.saturation.yaml
AW-000636,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000636.saturation.yaml
AW-000637,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000637.saturation.yaml
AW-000638,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000638.saturation.yaml
AW-000639,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000639.saturation.yaml
AW-000640,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000640.saturation.yaml
AW-000641,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000641.saturation.yaml
AW-000642,Xu Renio,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000642.saturation.yaml
AW-000643,Räihä Manilla,SATURATED_NO_RECOVERY,3,17,17,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000643.saturation.yaml
AW-000644,Catriel Beeri Ronald Fagin John H. Howard,SATURATED_NO_RECOVERY,4,17,20,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000644.saturation.yaml
AW-000645,FCFS,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000645.saturation.yaml
AW-000647,SCAN,RECOVERED_CONTEXT_AND_PROBE,2,11,19,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000647.saturation.yaml
AW-000648,LOOK,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000648.saturation.yaml
AW-000649,C-SCAN,RECOVERED_CONTEXT_AND_PROBE,2,11,19,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000649.saturation.yaml
AW-000650,C-LOOK,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000650.saturation.yaml
AW-000665,A-Priori algorithm,SATURATED_NO_RECOVERY,4,17,27,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000665.saturation.yaml
AW-000666,The Algorithm of Park Chen and Yu (PCY),SATURATED_NO_RECOVERY,4,17,26,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000666.saturation.yaml
AW-000667,The Multistage Algorithm,SATURATED_NO_RECOVERY,4,17,33,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000667.saturation.yaml
AW-000668,The Multihash Algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,21,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000668.saturation.yaml
AW-000670,Discrete Cosine Transform,SATURATED_NO_RECOVERY,4,17,29,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000670.saturation.yaml
AW-000671,Maneva and M. J. Wainwright,RECOVERED_CONTEXT_AND_PROBE,1,6,19,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000671.saturation.yaml
AW-000672,Ciliberti Mézard,SATURATED_NO_RECOVERY,4,17,29,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000672.saturation.yaml
AW-000674,Matsunaga Yamamoto,SATURATED_NO_RECOVERY,4,17,26,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000674.saturation.yaml
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,SATURATED_NO_RECOVERY,3,17,19,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000675.saturation.yaml
AW-000676,Miyake 2006,SATURATED_NO_RECOVERY,3,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000676.saturation.yaml
AW-000678,Jalali and T. Weissman,SATURATED_NO_RECOVERY,3,17,17,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000678.saturation.yaml
AW-000679,Jalali A. Montanari and T. Weissman,SATURATED_NO_RECOVERY,4,17,23,4,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000679.saturation.yaml
AW-000680,Korada and R. Urbanke,RECOVERED_CONTEXT_AND_PROBE,1,6,29,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000680.saturation.yaml
AW-000681,Schubert's algorithm/Kronecker's method,RECOVERED_CONTEXT_AND_PROBE,2,11,27,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000681.saturation.yaml
AW-000682,Berlekamp–Massey algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,23,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000682.saturation.yaml
AW-000683,Gale–Shapley algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,21,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000683.saturation.yaml
AW-000684,Irving's Algorithm,RECOVERED_CONTEXT_AND_PROBE,2,11,24,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000684.saturation.yaml
AW-000685,Manlove Malley,SATURATED_NO_RECOVERY,3,17,17,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000685.saturation.yaml
AW-000686,Unsworth C. Prosser P,SATURATED_NO_RECOVERY,3,17,17,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000686.saturation.yaml
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,SATURATED_NO_RECOVERY,4,17,31,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000687.saturation.yaml
AW-000688,Patrick Posser,SATURATED_NO_RECOVERY,4,17,29,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000688.saturation.yaml
AW-000689,S. S. TSENG and R. C. T. LEE,SATURATED_NO_RECOVERY,3,17,19,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000689.saturation.yaml
AW-000690,"Tomas Feder, Nimrod Megiddoy, Serge A Plotki",RECOVERED_CONTEXT_AND_PROBE,1,6,17,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000690.saturation.yaml
AW-000701,Fellegi & Sunter Model,RECOVERED_CONTEXT_AND_PROBE,1,6,17,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000701.saturation.yaml
AW-000702,Gupta & Sarawagi CRF,RECOVERED_CONTEXT_AND_PROBE,1,6,20,0,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000702.saturation.yaml
AW-000703,Chen Ensembles of classifiers,RECOVERED_CONTEXT_AND_PROBE,1,6,14,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000703.saturation.yaml
AW-000704,EM Based Winkler,RECOVERED_CONTEXT_AND_PROBE,1,6,19,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000704.saturation.yaml
AW-000707,Ananthakrishna,RECOVERED_CONTEXT_AND_PROBE,1,6,22,0,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000707.saturation.yaml
AW-000714,Demand-Driven Register Allocation,SATURATED_NO_RECOVERY,4,17,24,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000714.saturation.yaml
AW-000718,Kleitman–Wang Algorithm,RECOVERED_CONTEXT_AND_PROBE,2,11,31,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000718.saturation.yaml
AW-000723,BST Algorithm,SATURATED_NO_RECOVERY,4,17,26,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000723.saturation.yaml
AW-000735,FLOATER 1997,SATURATED_NO_RECOVERY,3,17,13,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000735.saturation.yaml
AW-000736,PINKALL U. POLTHIER K 1993,RECOVERED_CONTEXT_AND_PROBE,2,11,12,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000736.saturation.yaml
AW-000737,FLOATER 2003,RECOVERED_CONTEXT_AND_PROBE,2,11,18,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000737.saturation.yaml
AW-000738,LEE Y. KIM H. S. LEE S 2002,RECOVERED_CONTEXT_AND_PROBE,1,6,12,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000738.saturation.yaml
AW-000742,HORMANN K. GREINER G 1999,SATURATED_NO_RECOVERY,3,17,17,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000742.saturation.yaml
AW-000745,ZAYER R. LÉVY B. SEIDEL H.-P. 2007,SATURATED_NO_RECOVERY,4,17,20,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000745.saturation.yaml
AW-000747,YAN J. Q. YANG X. SHI P. F 2006,SATURATED_NO_RECOVERY,3,17,11,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000747.saturation.yaml
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,RECOVERED_CONTEXT_AND_PROBE,2,11,17,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000748.saturation.yaml
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,SATURATED_NO_RECOVERY,3,17,12,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000749.saturation.yaml
AW-000751,YANG Y. KIM J. LUO F. HU S. GU X. 2008,RECOVERED_CONTEXT_AND_PROBE,1,6,11,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000751.saturation.yaml
AW-000752,BEN-CHEN M. GOTSMAN C. BUNIN G. 2008,SATURATED_NO_RECOVERY,3,17,14,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000752.saturation.yaml
AW-000754,Expectation-Maximization (EM) algorithm,BLOCKED_BY_PAYWALL_OR_MISSING_SOURCE,2,11,31,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.; public_leakage_term_in_name_or_statement",source_saturation_certificates\AW-000754.saturation.yaml
AW-000756,Parameter-expanded expectation maximization (PX-EM),SATURATED_NO_RECOVERY,4,17,23,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000756.saturation.yaml
AW-000757,Expectation conditional maximization (ECM),SATURATED_NO_RECOVERY,3,17,25,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000757.saturation.yaml
AW-000758,Expectation conditional maximization either (ECME) (Liu Chuanhai Rubin Donald B),SATURATED_NO_RECOVERY,3,17,22,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000758.saturation.yaml
AW-000759,α-EM Algorithm,SATURATED_NO_RECOVERY,3,17,29,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000759.saturation.yaml
AW-000760,Shaban Amirreza Mehrdad Farajtabar,AMBIGUOUS_AUTHOR_TITLE_FRAGMENT,3,17,18,0,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000760.saturation.yaml
AW-000766,Stratonovich,RECOVERED_CONTEXT_AND_PROBE,2,11,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000766.saturation.yaml
AW-000767,Stratonovich,RECOVERED_CONTEXT_AND_PROBE,2,11,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000767.saturation.yaml
AW-000777,"Vazirani (ILP, chapters 13-15)",SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000777.saturation.yaml
AW-000778,"Vazirani (ILP, chapters 13-15)",SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000778.saturation.yaml
AW-000784,The INDEGREE Algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,21,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000784.saturation.yaml
AW-000785,The PAGERANK Algorithm,SATURATED_NO_RECOVERY,4,17,31,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000785.saturation.yaml
AW-000787,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,SATURATED_NO_RECOVERY,4,17,27,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000787.saturation.yaml
AW-000789,PHITS Coheng Chan,SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000789.saturation.yaml
AW-000790,Haveliwala,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000790.saturation.yaml
AW-000791,Jeh and Widom,SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000791.saturation.yaml
AW-000792,Richardson and Domingos,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000792.saturation.yaml
AW-000793,Tomlin,SATURATED_NO_RECOVERY,4,17,24,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000793.saturation.yaml
AW-000794,Achlioptas,SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000794.saturation.yaml
AW-000796,Chubby (Mike Burrows),SATURATED_NO_RECOVERY,4,17,21,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000796.saturation.yaml
AW-000797,Tushar Deepak Chandra and Sam Toueg,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000797.saturation.yaml
AW-000799,Branch and bound,SATURATED_NO_RECOVERY,3,17,18,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000799.saturation.yaml
AW-000823,Trial Multiplication,RECOVERED_CONTEXT_AND_PROBE,1,6,25,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000823.saturation.yaml
AW-000824,Baby-step Giant-step,SATURATED_NO_RECOVERY,4,17,25,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000824.saturation.yaml
AW-000825,Function Field Sieve (FFS),RECOVERED_CONTEXT_AND_PROBE,1,6,18,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000825.saturation.yaml
AW-000826,Number Field Sieve (NFS),SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000826.saturation.yaml
AW-000827,Pohlig-Hellman,SATURATED_NO_RECOVERY,4,17,28,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000827.saturation.yaml
AW-000828,Pollard's rho algorithm,SATURATED_NO_RECOVERY,3,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000828.saturation.yaml
AW-000829,Pollard's kangaroo algorithm,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000829.saturation.yaml
AW-000846,Iteration based,SATURATED_NO_RECOVERY,3,17,19,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000846.saturation.yaml
AW-000847,Recursion based,RECOVERED_CONTEXT_AND_PROBE,2,11,24,3,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000847.saturation.yaml
AW-000848,Non-recursion based,RECOVERED_CONTEXT_AND_PROBE,2,11,23,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000848.saturation.yaml
AW-000860,Shamir's scheme,RECOVERED_CONTEXT_AND_PROBE,1,6,19,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000860.saturation.yaml
AW-000861,Blakley's scheme,SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000861.saturation.yaml
AW-000863,Regula Falsi method,SATURATED_NO_RECOVERY,4,17,22,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000863.saturation.yaml
AW-000864,Secant method,SATURATED_NO_RECOVERY,3,17,19,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000864.saturation.yaml
AW-000875,Euclid's algorithm,SATURATED_NO_RECOVERY,4,17,30,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000875.saturation.yaml
AW-000878,"Sthele, Zimmermann",SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000878.saturation.yaml
AW-000879,Brute force algorithm,RECOVERED_CONTEXT_AND_PROBE,1,6,29,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000879.saturation.yaml
AW-000883,Fixed priority shortest job first,RECOVERED_CONTEXT_AND_PROBE,1,6,23,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000883.saturation.yaml
AW-000885,Shortest remaining time first,SATURATED_NO_RECOVERY,3,17,17,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000885.saturation.yaml
AW-000886,"First come, first served",SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000886.saturation.yaml
AW-000890,The theoretically optimal page replacement algorithm,SATURATED_NO_RECOVERY,3,17,20,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000890.saturation.yaml
AW-000891,Not recently used,SATURATED_NO_RECOVERY,3,17,18,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000891.saturation.yaml
