algorithm_id,algorithm_name,source_public_context_path,source_public_probe_path,source_metadata_path,existing_input_model,existing_access_model,existing_output_contract,detected_opportunity_type,evidence_text,source_records_used,why_probe_is_justified,why_probe_is_not_justified,required_introduced_assumptions,risk_of_overgeneration,decision,source_card_type,confidence_score,source_count,source_quality,opportunity_score
AW-000386,Digital Differential Analyzer (DDA),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000386.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000386.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Digital Differential Analyzer (DDA) Digital Differential Analyzer (DDA) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Digital Differential Analyzer (DDA) is a graph algorithm record. Classical complexity metadata: time O(n); space O(1). The stated classical model is Word RAM. Public metadata/source text adds: Digital Differential Analyzer (DDA) graph graph n: dimension of image O(n) Given an explicit graph instance, the concrete classical",AW-000386:algorithm_wiki_metadata; skipped:5736725f1d1f30a8,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000387,Bresenham Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000387.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000387.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Bresenham Algorithm Bresenham Algorithm is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Bresenham Algorithm is a graph algorithm record. Classical complexity metadata: time O(n); space O(1). The stated classical model is Word RAM. Public metadata/source text adds: Bresenham Algorithm graph graph n: dimension of image O(n) Given an explicit graph instance, the concrete classical graph task associated with Bresenham Algorithm. Classical compl",AW-000387:algorithm_wiki_metadata; skipped:5736725f1d1f30a8,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000396,FastSlam,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000396.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000396.meta.yaml,explicit_image_processing_problem,explicit_input_instance,full_solution,none,"FastSlam FastSlam is included as a named whole-algorithm context card for a classical image processing task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An image, grid, point cloud, or signal representation with local or hierarchical processing parameters. Output semantics: A transformed image, segmentation, quantization, feature set, or detected structure. Classical algorithm summary: FastSlam is a image processing algorithm record. Classical complexity metadata: time O(m \log n) per iteration; space O(mn). The stated classical model is Real RAM. Public metadata/source text adds: FastSlam image_processing image_processing n: number of dimensions in state space, m: number of particles in particle filter O(m \log n) per iteration Given an explicit image or grid of pixel values, compute the transformed image, s",AW-000396:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000398,Probabilistic Convolution Tree,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000398.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000398.meta.yaml,explicit_data_structure_problem,offline_batch_queries,data_structure_output,none,"Probabilistic Convolution Tree Probabilistic Convolution Tree is included as a named whole-algorithm context card for a classical data structures task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: A set of records plus update/query operations for the named data structure. Output semantics: A maintained data structure representation and answers to its supported queries. Classical algorithm summary: Probabilistic Convolution Tree is a data structures algorithm record. Classical complexity metadata: time O(n \log n); space O(n \log n). The stated classical model is Word RAM. Public metadata/source text adds: Probabilistic Convolution Tree unknown unknown n: number of coins O(n \log n) No public-ready summary is available because the row lacks enough task semantics. Classical complexity recorded for this row: time",AW-000398:algorithm_wiki_metadata; source:2156c9e71cfe68a8,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,65,2,HIGH,0
AW-000399,Odd Even Sort Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000399.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000399.meta.yaml,explicit_sequence_problem,random_access_array,full_sequence_output,none,"Odd Even Sort Parallel Implementation Odd Even Sort Parallel Implementation is included as a named whole-algorithm context card for a classical sorting task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: A finite array or list of comparable keys or records. Output semantics: The same items returned in nondecreasing order, usually as a full reordered sequence. Classical algorithm summary: Odd Even Sort Parallel Implementation is a sorting algorithm record. Classical complexity metadata: time O(n^2); space O(1). The stated classical model is Word RAM. Public metadata/source text adds: Odd Even Sort Parallel Implementation sorting sorting n: size of list O(n^2) Given a finite sequence of comparable keys or records, produce the same items in nondecreasing order under the stated classical input model. Classical step",AW-000399:algorithm_wiki_metadata; source:077aa078e4f5f27b,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000400,Spaghetti Sort Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000400.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000400.meta.yaml,explicit_sequence_problem,random_access_array,full_sequence_output,none,"Spaghetti Sort Parallel Implementation Spaghetti Sort Parallel Implementation is included as a named whole-algorithm context card for a classical sorting task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: A finite array or list of comparable keys or records. Output semantics: The same items returned in nondecreasing order, usually as a full reordered sequence. Classical algorithm summary: Spaghetti Sort Parallel Implementation is a sorting algorithm record. Classical complexity metadata: time O(n); space O(1) auxiliary per processor. Public metadata/source text adds: Spaghetti Sort Parallel Implementation sorting sorting n: size of list O(n) Given a finite sequence of comparable keys or records, produce the same items in nondecreasing order under the stated classical input model. Classical steps or pseudocode-",AW-000400:algorithm_wiki_metadata; crossref:4e418849156abd91; skipped:8d4be306d0d5402d,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000401,Heejo Lee Jong Kim Sungje Hong and Sunggu Lee,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000401.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000401.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Heejo Lee Jong Kim Sungje Hong and Sunggu Lee Heejo Lee Jong Kim Sungje Hong and Sunggu Lee is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Heejo Lee Jong Kim Sungje Hong and Sunggu Lee is a parallel algorithms algorithm record. Classical complexity metadata: time O(n^2); space O(n^2). The stated classical model is Word RAM. Public metadata/source text adds: Heejo Lee Jong Kim Sungje Hong and Sunggu Lee parallel_algorithms parallel_algorithms P: number of processors, n: n",AW-000401:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000402,Prakesh Ramanan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000402.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000402.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Prakesh Ramanan Prakesh Ramanan is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Prakesh Ramanan is a parallel algorithms algorithm record. Classical complexity metadata: time O(\log^4 n); space O(n); processors n. The stated classical model is CREW PRAM. Public metadata/source text adds: Prakesh Ramanan parallel_algorithms parallel_algorithms n: number of matrices O(\log^4 n) Given the explicit input instance for the stated classical task, execute or analyze the parallel ",AW-000402:algorithm_wiki_metadata; crossref:c66e27a253354e59; failed:6d93afd0af2939fa,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000403,Czumaj,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000403.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000403.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Czumaj Czumaj is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Czumaj is a parallel algorithms algorithm record. Classical complexity metadata: time O(\log^3 n); space O(n^2); processors O(n^2 / \log^3 n). The stated classical model is CREW PRAM. Public metadata/source text adds: Czumaj parallel_algorithms parallel_algorithms n: number of matrices O(\log^3 n) Given the explicit input instance for the stated classical task, execute or analyze the parallel algorithm under it",AW-000403:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000404,Hsu and Du (Scheme 2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000404.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000404.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Hsu and Du (Scheme 2) Hsu and Du (Scheme 2) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Hsu and Du (Scheme 2) is a string algorithm record. Classical complexity metadata: time O(rm \log(n/r) + rm); space O(rm). The stated classical model is Word RAM. Public metadata/source text adds: Hsu and Du (Scheme 2) string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS O(rm \log(n/r) + rm) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the co",AW-000404:algorithm_wiki_metadata; failed:2eb669d8da2b294b,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000405,Apostolico and Guerra (HS1 Algorithm),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000405.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000405.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Apostolico and Guerra (HS1 Algorithm) Apostolico and Guerra (HS1 Algorithm) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Apostolico and Guerra (HS1 Algorithm) is a string algorithm record. Classical complexity metadata: time O(m \log n +p \log(2mn/p)); space O(p + n). The stated classical model is Word RAM. Public metadata/source text adds: Apostolico and Guerra (HS1 Algorithm) string string n: length of the longer input string, m: length of the shorter input string, p: the number of dominant matches (AKA number of minimal candidates), i.e. Clas",AW-000405:algorithm_wiki_metadata; crossref:037f19fab04029e7; skipped:17f33e649c3186c3,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000406,Kuo and Cross,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000406.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000406.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Kuo and Cross Kuo and Cross is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Kuo and Cross is a string algorithm record. Classical complexity metadata: time O(p + n(r+\log n)); space O(p + n). The stated classical model is Word RAM. Public metadata/source text adds: Kuo and Cross string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates), i.e. Classical complexity recorded for this row: time O(p + n(r+\log n)); space O(p + n); c",AW-000406:algorithm_wiki_metadata; failed:589959c7cbcc8d5e,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000407,Rick (Algorithm 2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000407.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000407.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Rick (Algorithm 2) Rick (Algorithm 2) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Rick (Algorithm 2) is a string algorithm record. Classical complexity metadata: time O(sn + \min(r(n - r), rm)); space O(sn + p). The stated classical model is Word RAM. Public metadata/source text adds: Rick (Algorithm 2) string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates), i.e. Classical complexity recorded for this row: time O(sn + \",AW-000407:algorithm_wiki_metadata; crossref:a1260498248f632b; skipped:28e4cb0ac4a4db54,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000408,Rick (Section 4),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000408.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000408.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Rick (Section 4) Rick (Section 4) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Rick (Section 4) is a string algorithm record. Classical complexity metadata: time O(sn + \min(sp, rm)); space O(sn + p). The stated classical model is Word RAM. Public metadata/source text adds: Rick (Section 4) string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates), i.e. Classical complexity recorded for this row: time O(sn + \min(sp, rm)); ",AW-000408:algorithm_wiki_metadata; crossref:a1260498248f632b; skipped:28e4cb0ac4a4db54,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000409,Hirschberg,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000409.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000409.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Hirschberg Hirschberg is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Hirschberg is a string algorithm record. Classical complexity metadata: time O(rn + n \log n); space O(n + p). The stated classical model is Word RAM. Public metadata/source text adds: Hirschberg string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates), i.e. Classical complexity recorded for this row: time O(rn + n \log n); space O(n + p); computation model",AW-000409:algorithm_wiki_metadata; failed:1ff8be811d3646d4,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000410,Hsu and Du (Scheme 1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000410.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000410.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Hsu and Du (Scheme 1) Hsu and Du (Scheme 1) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Hsu and Du (Scheme 1) is a string algorithm record. Classical complexity metadata: time O(rm \log(n/m) + rm); space O(rm). The stated classical model is Word RAM. Public metadata/source text adds: Hsu and Du (Scheme 1) string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS O(rm \log(n/m) + rm) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the co",AW-000410:algorithm_wiki_metadata; failed:2eb669d8da2b294b,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000411,Apostolico and Guerra (Algorithm 2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000411.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000411.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Apostolico and Guerra (Algorithm 2) Apostolico and Guerra (Algorithm 2) is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Apostolico and Guerra (Algorithm 2) is a string algorithm record. Classical complexity metadata: time O(rm + sn + n \log s); space O(p + sn). The stated classical model is Word RAM. Public metadata/source text adds: Apostolico and Guerra (Algorithm 2) string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates),",AW-000411:algorithm_wiki_metadata; crossref:037f19fab04029e7; skipped:17f33e649c3186c3,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000412,Chin and Poon,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000412.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000412.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Chin and Poon Chin and Poon is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Chin and Poon is a string algorithm record. Classical complexity metadata: time O(sn + \min(sp, rm)); space O(p + n). The stated classical model is Word RAM. Public metadata/source text adds: Chin and Poon string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS, p: the number of dominant matches (AKA number of minimal candidates), i.e. Classical complexity recorded for this row: time O(sn + \min(sp, rm)); space O(p + n",AW-000412:algorithm_wiki_metadata; failed:fd1a2280cbf35343; failed:5015d29e675686ad,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000413,Nakatsu et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000413.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000413.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Nakatsu et al. Nakatsu et al. is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Nakatsu et al. is a string algorithm record. Classical complexity metadata: time O(n(m-r)); space O(m^2). The stated classical model is Word RAM. Public metadata/source text adds: Nakatsu et al. string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS O(n(m-r)) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical string task associated with Naka",AW-000413:algorithm_wiki_metadata; crossref:75f390fe3b3c5cda; skipped:a65e8fb359d7e473,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000414,Miller and Myers,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000414.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000414.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Miller and Myers Miller and Myers is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Miller and Myers is a string algorithm record. Classical complexity metadata: time O(n(m-r)); space O(m^2). The stated classical model is Word RAM. Public metadata/source text adds: Miller and Myers string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS O(n(m-r)) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical string task associated w",AW-000414:algorithm_wiki_metadata; crossref:07e622148f663271; failed:6d7c43a10cc59c7a,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-000415,Wu et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000415.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000415.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Wu et al. Wu et al. is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Wu et al. is a string algorithm record. Classical complexity metadata: time O(n(m-r)); space O(m^2). The stated classical model is Word RAM. Public metadata/source text adds: Wu et al. string string n: length of the longer input string, m: length of the shorter input string, r: length of the LCS O(n(m-r)) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical string task associated with Wu et al.. Classical com",AW-000415:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000416,"Ahuja, Orlin, Tarjan",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000416.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000416.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Ahuja, Orlin, Tarjan Ahuja, Orlin, Tarjan is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Ahuja, Orlin, Tarjan is a graph algorithm record. Classical complexity metadata: time O(VE \log((V \log U)/(E \log \log U) + 2)). The stated classical model is Word RAM. Public metadata/source text adds: Ahuja, Orlin, Tarjan graph graph V: number of vertices, E: number of edges, U: maximum edge capacity O(VE \log((V \log U)/(E \log \log U) + 2)) Given ",AW-000416:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000421,Bader & Cong Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000421.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000421.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Bader & Cong Parallel Implementation Bader & Cong Parallel Implementation is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Bader & Cong Parallel Implementation is a graph algorithm record. Classical complexity metadata: time O(E \log(V)/p); space O(V); processors p. The stated classical model is PRAM/SMPs. Public metadata/source text adds: Bader & Cong Parallel Implementation graph graph V: number of vertices, E: number of edges, U: maximum ",AW-000421:algorithm_wiki_metadata; failed:c48aa27616caa4e6,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-000424,Two-way String-Matching Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000424.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000424.meta.yaml,explicit_string_problem,random_access_string,one_witness,none,"Two-way String-Matching Algorithm Two-way String-Matching Algorithm is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Two-way String-Matching Algorithm is a string algorithm record. Classical complexity metadata: time O(n + m); space O(1). The stated classical model is Word RAM. Public metadata/source text adds: Two-way String-Matching Algorithm string string m: pattern length, n: length of searchable text O(n + m) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical string tas",AW-000424:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000425,String-Matching with Finite Automata,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000425.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000425.meta.yaml,explicit_string_problem,random_access_string,one_witness,none,"String-Matching with Finite Automata String-Matching with Finite Automata is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: String-Matching with Finite Automata is a string algorithm record. Classical complexity metadata: time O(mn); space O(m). The stated classical model is Word RAM. Public metadata/source text adds: String-Matching with Finite Automata string string m: pattern length, n: length of searchable text O(mn) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical stri",AW-000425:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-000427,Fast Hybrid Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000427.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000427.meta.yaml,explicit_string_problem,random_access_string,full_solution,none,"Fast Hybrid Algorithm Fast Hybrid Algorithm is included as a named whole-algorithm context card for a classical string task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: One or more finite strings, sequences, patterns, or alphabets. Output semantics: Pattern occurrence positions, matches, or the associated string-search report. Classical algorithm summary: Fast Hybrid Algorithm is a string algorithm record. Classical complexity metadata: time O(n+m+s); space O(m). The stated classical model is Word RAM. Public metadata/source text adds: Fast Hybrid Algorithm string string m: pattern length, n: length of searchable text, s: size of the alphabet O(n+m+s) Given one or more explicit strings, compute the matching, indexing, alignment, or transformation output the concrete classical string task associated with Fast ",AW-000427:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
