global_task_id,dataset,subset,kind,card_id,parent_algorithm_id,algorithm_name,input_path,metadata_path,evidence_path,manifest_path,target_registry_primitive,expected_claim_boundary,reasoning_effort,timeout,priority,shard_id,output_dir,status,notes
FDV1-00102,algorithm_wiki,public_probe_v1,probe,AW-000094-P0074,AW-000094,Reumann–Witkam,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000094-P0074.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000094-P0074.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000094-P0074.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=74; shard_size=50
FDV1-00103,algorithm_wiki,public_probe_v1,probe,AW-000095-P0075,AW-000095,Opheim simplification,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000095-P0075.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000095-P0075.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000095-P0075.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=75; shard_size=50
FDV1-00104,algorithm_wiki,public_probe_v1,probe,AW-000096-P0076,AW-000096,Lang simplification,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000096-P0076.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000096-P0076.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000096-P0076.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=76; shard_size=50
FDV1-00105,algorithm_wiki,public_probe_v1,probe,AW-000097-P0077,AW-000097,Zhao-Saalfeld,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000097-P0077.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000097-P0077.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000097-P0077.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=77; shard_size=50
FDV1-00106,algorithm_wiki,public_probe_v1,probe,AW-000098-P0078,AW-000098,Horowitz and Sahni,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000098-P0078.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000098-P0078.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000098-P0078.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=78; shard_size=50
FDV1-00107,algorithm_wiki,public_probe_v1,probe,AW-000099-P0079,AW-000099,Bellman dynamic programming algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000099-P0079.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000099-P0079.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000099-P0079.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=79; shard_size=50
FDV1-00108,algorithm_wiki,public_probe_v1,probe,AW-000101-P0080,AW-000101,Koiliaris and Xu,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000101-P0080.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000101-P0080.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000101-P0080.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=80; shard_size=50
FDV1-00109,algorithm_wiki,public_probe_v1,probe,AW-000101-P0081,AW-000101,Koiliaris and Xu,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000101-P0081.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000101-P0081.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000101-P0081.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=81; shard_size=50
FDV1-00110,algorithm_wiki,public_probe_v1,probe,AW-000108-P0082,AW-000108,Speller (Sagot),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000108-P0082.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000108-P0082.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000108-P0082.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=82; shard_size=50
FDV1-00111,algorithm_wiki,public_probe_v1,probe,AW-000109-P0083,AW-000109,Mitra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000109-P0083.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000109-P0083.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000109-P0083.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=83; shard_size=50
FDV1-00112,algorithm_wiki,public_probe_v1,probe,AW-000110-P0084,AW-000110,Census,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000110-P0084.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000110-P0084.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000110-P0084.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=84; shard_size=50
FDV1-00113,algorithm_wiki,public_probe_v1,probe,AW-000111-P0085,AW-000111,Risotto,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000111-P0085.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000111-P0085.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000111-P0085.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=85; shard_size=50
FDV1-00114,algorithm_wiki,public_probe_v1,probe,AW-000112-P0086,AW-000112,PMS,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000112-P0086.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000112-P0086.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000112-P0086.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=86; shard_size=50
FDV1-00115,algorithm_wiki,public_probe_v1,probe,AW-000114-P0087,AW-000114,Dynamic Programming,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000114-P0087.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000114-P0087.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000114-P0087.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=87; shard_size=50
FDV1-00116,algorithm_wiki,public_probe_v1,probe,AW-000116-P0088,AW-000116,Dynamic Programming,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000116-P0088.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000116-P0088.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000116-P0088.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=88; shard_size=50
FDV1-00117,algorithm_wiki,public_probe_v1,probe,AW-000119-P0089,AW-000119,Brélaz (DSatur),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000119-P0089.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000119-P0089.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000119-P0089.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=89; shard_size=50
FDV1-00118,algorithm_wiki,public_probe_v1,probe,AW-000119-P0090,AW-000119,Brélaz (DSatur),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000119-P0090.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000119-P0090.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000119-P0090.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=90; shard_size=50
FDV1-00119,algorithm_wiki,public_probe_v1,probe,AW-000120-P0091,AW-000120,Miller-Tucker-Zemlin (MTZ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000120-P0091.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000120-P0091.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000120-P0091.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=91; shard_size=50
FDV1-00120,algorithm_wiki,public_probe_v1,probe,AW-000120-P0092,AW-000120,Miller-Tucker-Zemlin (MTZ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000120-P0092.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000120-P0092.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000120-P0092.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=92; shard_size=50
FDV1-00121,algorithm_wiki,public_probe_v1,probe,AW-000121-P0093,AW-000121,Dantzig-Fulkerson-Johnson (DFJ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000121-P0093.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000121-P0093.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000121-P0093.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=93; shard_size=50
FDV1-00122,algorithm_wiki,public_probe_v1,probe,AW-000121-P0094,AW-000121,Dantzig-Fulkerson-Johnson (DFJ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000121-P0094.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000121-P0094.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000121-P0094.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=94; shard_size=50
FDV1-00123,algorithm_wiki,public_probe_v1,probe,AW-000122-P0095,AW-000122,Harris and Stephens algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000122-P0095.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000122-P0095.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000122-P0095.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=95; shard_size=50
FDV1-00124,algorithm_wiki,public_probe_v1,probe,AW-000122-P0096,AW-000122,Harris and Stephens algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000122-P0096.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000122-P0096.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000122-P0096.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=96; shard_size=50
FDV1-00125,algorithm_wiki,public_probe_v1,probe,AW-000125-P0097,AW-000125,Alon Moshkovitz & Safra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000125-P0097.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000125-P0097.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000125-P0097.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=97; shard_size=50
FDV1-00126,algorithm_wiki,public_probe_v1,probe,AW-000126-P0098,AW-000126,Roth AlignACE,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000126-P0098.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000126-P0098.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000126-P0098.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=98; shard_size=50
FDV1-00127,algorithm_wiki,public_probe_v1,probe,AW-000128-P0099,AW-000128,non-parametric sampling Efros and Leung,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000128-P0099.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000128-P0099.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000128-P0099.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=99; shard_size=50
FDV1-00128,algorithm_wiki,public_probe_v1,probe,AW-000132-P0100,AW-000132,EKF SLAM,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000132-P0100.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000132-P0100.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000132-P0100.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_002,runs/final_discovery_run_v1/fdv1_public_probe_v1_002,READY,source_manifest_row=100; shard_size=50
FDV1-00129,algorithm_wiki,public_probe_v1,probe,AW-000132-P0101,AW-000132,EKF SLAM,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000132-P0101.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000132-P0101.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000132-P0101.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=101; shard_size=50
FDV1-00130,algorithm_wiki,public_probe_v1,probe,AW-000136-P0102,AW-000136,Petford and Welsh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000136-P0102.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000136-P0102.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000136-P0102.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=102; shard_size=50
FDV1-00131,algorithm_wiki,public_probe_v1,probe,AW-000136-P0103,AW-000136,Petford and Welsh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000136-P0103.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000136-P0103.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000136-P0103.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=103; shard_size=50
FDV1-00132,algorithm_wiki,public_probe_v1,probe,AW-000137-P0104,AW-000137,Fomin Gaspers & Saurabh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000137-P0104.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000137-P0104.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000137-P0104.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=104; shard_size=50
FDV1-00133,algorithm_wiki,public_probe_v1,probe,AW-000137-P0105,AW-000137,Fomin Gaspers & Saurabh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000137-P0105.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000137-P0105.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000137-P0105.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=105; shard_size=50
FDV1-00134,algorithm_wiki,public_probe_v1,probe,AW-000158-P0106,AW-000158,Hunt and Szymanski,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000158-P0106.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000158-P0106.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000158-P0106.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=106; shard_size=50
FDV1-00135,algorithm_wiki,public_probe_v1,probe,AW-000159-P0107,AW-000159,Mukhopadhyay,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000159-P0107.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000159-P0107.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000159-P0107.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=107; shard_size=50
FDV1-00136,algorithm_wiki,public_probe_v1,probe,AW-000160-P0108,AW-000160,Cheriyan & Hagerup,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000160-P0108.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000160-P0108.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000160-P0108.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=108; shard_size=50
FDV1-00137,algorithm_wiki,public_probe_v1,probe,AW-000160-P0109,AW-000160,Cheriyan & Hagerup,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000160-P0109.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000160-P0109.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000160-P0109.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=109; shard_size=50
FDV1-00138,algorithm_wiki,public_probe_v1,probe,AW-000161-P0110,AW-000161,Cheriyan et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000161-P0110.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000161-P0110.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000161-P0110.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=110; shard_size=50
FDV1-00139,algorithm_wiki,public_probe_v1,probe,AW-000161-P0111,AW-000161,Cheriyan et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000161-P0111.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000161-P0111.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000161-P0111.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=111; shard_size=50
FDV1-00140,algorithm_wiki,public_probe_v1,probe,AW-000162-P0112,AW-000162,Alon,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000162-P0112.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000162-P0112.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000162-P0112.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=112; shard_size=50
FDV1-00141,algorithm_wiki,public_probe_v1,probe,AW-000162-P0113,AW-000162,Alon,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000162-P0113.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000162-P0113.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000162-P0113.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=113; shard_size=50
FDV1-00142,algorithm_wiki,public_probe_v1,probe,AW-000163-P0114,AW-000163,King et al. (KRT),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000163-P0114.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000163-P0114.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000163-P0114.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=114; shard_size=50
FDV1-00143,algorithm_wiki,public_probe_v1,probe,AW-000163-P0115,AW-000163,King et al. (KRT),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000163-P0115.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000163-P0115.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000163-P0115.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_probe.csv,,query_or_subroutine_hypothesis,high,180,high,fdv1_public_probe_v1_003,runs/final_discovery_run_v1/fdv1_public_probe_v1_003,READY,source_manifest_row=115; shard_size=50
